SALESORDERHEADERKEY,SALESORDERID,ORDERDATE,DUEDATE,SHIPDATE,STATUSODER,ISONLINE,PURCHASEORDERNUMBER,SALESORDERNUMBER,CUSACCOUNT,SALESPERSONID,CUSTOMERKEY,SALESPERSONKEY,SALESPEREXPLAIN,TERRITORYKEY,CURRENCYRATEKEY,CURRENCYEXPLAIN,CREDITCARDKEY,CREDITCARDEXPLAIN,SHIPMETHODKEY,DATEKEYORDER,DATEKEYDUE,DATEKEYSHIP,CREDITCARDAPPROVALCODE,SUBTOTAL,TAX,SHIPPINGFEE,TOTALAMOUNT,CUMULATIVEAMOUNT,ORDERCOUNT,RECENCY,FREQUENCY,MONETARY,PAYMETHOD,FRAUDSTATUS,SALESHEADERMODIFIEDDATE,ISCURRENT
15855,56128,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56128,10-4030-014070,,4304,-1,Have No SalesPerson,9,9626,Have CurrencyRate,3661,Have CreditCard,1,20130913,20130925,20130920,416433Vi16439,1249.84,99.99,31.25,1381.07,82573555.98,27659,4231,3,6208.91,CreditCard,Normal,2013-09-20,True
15856,56127,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56127,10-4030-012648,,2882,-1,Have No SalesPerson,10,9631,Have CurrencyRate,22483,Have CreditCard,1,20130913,20130925,20130920,1116425Vi90127,2325.96,186.08,58.15,2570.19,82576126.17,27659,4334,3,7533.45,CreditCard,Normal,2013-09-20,True
15857,56126,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56126,10-4030-011615,,1849,-1,Have No SalesPerson,10,9631,Have CurrencyRate,-1,Have No CreditCard,1,20130913,20130925,20130920,Unknown,2356.95,188.56,58.92,2604.43,82578730.6,27659,4352,3,5752.31,Other,Normal,2013-09-20,True
15858,56125,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56125,10-4030-024912,,17978,-1,Have No SalesPerson,9,9626,Have CurrencyRate,5633,Have CreditCard,1,20130913,20130925,20130920,716133Vi26699,1120.49,89.64,28.01,1238.14,82579968.74,27659,4352,2,2343.62,CreditCard,Normal,2013-09-20,True
15859,56131,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56131,10-4030-025012,,18078,-1,Have No SalesPerson,9,9626,Have CurrencyRate,39,Have CreditCard,1,20130913,20130925,20130920,818352Vi158,74.46,5.96,1.86,82.28,82580051.02,27659,4352,1,82.28,CreditCard,Normal,2013-09-20,True
15860,56179,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56179,10-4030-029114,,23988,-1,Have No SalesPerson,9,9626,Have CurrencyRate,18478,Have CreditCard,1,20130913,20130925,20130920,639037Vi78190,2384.07,190.73,59.6,2634.4,82582685.42,27659,4352,1,2634.4,CreditCard,Normal,2013-09-20,True
15861,56172,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56172,10-4030-011399,,1633,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,12644,Have CreditCard,1,20130913,20130925,20130920,1130171Vi47873,13.98,1.12,0.35,15.45,82582700.87,27659,4352,1,15.45,CreditCard,Normal,2013-09-20,True
15862,56173,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56173,10-4030-019128,,12194,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,15426,Have CreditCard,1,20130913,20130925,20130920,1035809Vi62331,642.91,51.43,16.07,710.42,82583411.29,27659,4352,1,710.42,CreditCard,Normal,2013-09-20,True
15863,56174,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56174,10-4030-013328,,3562,-1,Have No SalesPerson,6,9628,Have CurrencyRate,16220,Have CreditCard,1,20130913,20130925,20130920,737181Vi66500,2309.97,184.8,57.75,2552.52,82585963.81,27659,4267,2,5202.37,CreditCard,Normal,2013-09-20,True
15864,56175,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56175,10-4030-012942,,3176,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21720,Have CreditCard,1,20130913,20130925,20130920,837190Vi85742,2319.99,185.6,58.0,2563.59,82588527.4,27659,4352,2,4974.22,CreditCard,Normal,2013-09-20,True
15865,56176,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56176,10-4030-011541,,1775,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,14934,Have CreditCard,1,20130913,20130925,20130920,537504Vi59807,2394.97,191.6,59.87,2646.44,82591173.84,27659,4352,2,6600.43,CreditCard,Normal,2013-09-20,True
15866,56154,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56154,10-4030-024489,,17555,-1,Have No SalesPerson,6,9628,Have CurrencyRate,7735,Have CreditCard,1,20130913,20130925,20130920,1025042Vi37366,4.99,0.4,0.12,5.51,82591179.35,27659,4352,1,5.51,CreditCard,Normal,2013-09-20,True
15867,56177,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56177,10-4030-012707,,2941,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,1637,Have CreditCard,1,20130913,20130925,20130920,1037507Vi5514,2369.96,189.6,59.25,2618.81,82593798.16,27659,4352,2,6572.8,CreditCard,Normal,2013-09-20,True
15868,56178,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56178,10-4030-017984,,8218,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,8099,Have CreditCard,1,20130913,20130925,20130920,1037726Vi39216,1249.84,99.99,31.25,1381.07,82595179.23,27659,4168,3,6721.9,CreditCard,Normal,2013-09-20,True
15869,56155,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56155,10-4030-019641,,12707,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,23936,Have CreditCard,1,20130913,20130925,20130920,425185Vi97988,68.49,5.48,1.71,75.68,82595254.91,27659,4352,1,75.68,CreditCard,Normal,2013-09-20,True
15870,56180,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56180,10-4030-029115,,23989,-1,Have No SalesPerson,9,9626,Have CurrencyRate,13230,Have CreditCard,1,20130913,20130925,20130920,839038Vi50832,2407.04,192.56,60.18,2659.78,82597914.69,27659,4352,1,2659.78,CreditCard,Normal,2013-09-20,True
15871,56181,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56181,10-4030-029183,,24057,-1,Have No SalesPerson,9,9626,Have CurrencyRate,5137,Have CreditCard,1,20130913,20130925,20130920,139042Vi24177,2393.06,191.44,59.83,2644.33,82600559.02,27659,4352,1,2644.33,CreditCard,Normal,2013-09-20,True
15872,56182,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56182,10-4030-022875,,15941,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,4164,Have CreditCard,1,20130913,20130925,20130920,141051Vi19160,556.26,44.5,13.91,614.67,82601173.69,27659,4352,1,614.67,CreditCard,Normal,2013-09-20,True
15873,56183,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56183,10-4030-022082,,15148,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17212,Have CreditCard,1,20130913,20130925,20130920,841057Vi71780,574.98,46.0,14.37,635.35,82601809.04,27659,4352,1,635.35,CreditCard,Normal,2013-09-20,True
15874,56184,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56184,10-4030-022045,,15111,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7831,Have CreditCard,1,20130913,20130925,20130920,841074Vi37876,561.92,44.95,14.05,620.92,82602429.96,27659,4352,1,620.92,CreditCard,Normal,2013-09-20,True
15875,56185,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56185,10-4030-018580,,11646,-1,Have No SalesPerson,6,9628,Have CurrencyRate,5686,Have CreditCard,1,20130913,20130925,20130920,141785Vi26963,1170.48,93.64,29.26,1293.38,82603723.34,27659,4352,1,1293.38,CreditCard,Normal,2013-09-20,True
15876,56186,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56186,10-4030-015117,,5351,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,442,Have CreditCard,1,20130913,20130925,20130920,1043027Vi2021,2398.05,191.84,59.95,2649.85,82606373.19,27659,4245,3,7706.9,CreditCard,Normal,2013-09-20,True
15877,56187,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56187,10-4030-013973,,4207,-1,Have No SalesPerson,9,9626,Have CurrencyRate,17628,Have CreditCard,1,20130913,20130925,20130920,143388Vi73970,764.28,61.14,19.11,844.53,82607217.72,27659,4112,3,5730.18,CreditCard,Normal,2013-09-20,True
15878,56170,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56170,10-4030-012533,,2767,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13809,Have CreditCard,1,20130913,20130925,20130920,229804Vi53864,198.99,15.92,4.97,219.88,82607437.6,27659,4352,2,300.5,CreditCard,Normal,2013-09-20,True
15879,56171,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56171,10-4030-014196,,4430,-1,Have No SalesPerson,10,9631,Have CurrencyRate,2658,Have CreditCard,1,20130913,20130925,20130920,429952Vi11086,68.97,5.52,1.72,76.21,82607513.81,27659,4082,2,152.42,CreditCard,Normal,2013-09-20,True
15880,56156,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56156,10-4030-024763,,17829,-1,Have No SalesPerson,6,9628,Have CurrencyRate,21803,Have CreditCard,1,20130913,20130925,20130920,525408Vi86164,4.99,0.4,0.12,5.51,82607519.32,27659,4352,1,5.51,CreditCard,Normal,2013-09-20,True
15881,56157,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56157,10-4030-013899,,4133,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,15598,Have CreditCard,1,20130913,20130925,20130920,326143Vi63261,21.98,1.76,0.55,24.29,82607543.61,27659,4352,1,24.29,CreditCard,Normal,2013-09-20,True
15882,56158,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56158,10-4030-020299,,13365,-1,Have No SalesPerson,6,9628,Have CurrencyRate,12864,Have CreditCard,1,20130913,20130925,20130920,226190Vi48992,56.97,4.56,1.42,62.95,82607606.56,27659,4352,1,62.95,CreditCard,Normal,2013-09-20,True
15883,56159,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56159,10-4030-016055,,6289,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,5955,Have CreditCard,1,20130913,20130925,20130920,826325Vi28416,66.44,5.32,1.66,73.42,82607679.98,27659,4352,1,73.42,CreditCard,Normal,2013-09-20,True
15884,56160,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56160,10-4030-018186,,8420,-1,Have No SalesPerson,10,9631,Have CurrencyRate,11830,Have CreditCard,1,20130913,20130925,20130920,626477Vi43798,85.48,6.84,2.14,94.46,82607774.44,27659,4237,2,154.09,CreditCard,Normal,2013-09-20,True
15885,56161,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56161,10-4030-014545,,4779,-1,Have No SalesPerson,10,9631,Have CurrencyRate,5385,Have CreditCard,1,20130913,20130925,20130920,126664Vi25500,78.98,6.32,1.97,87.27,82607861.71,27659,4076,2,124.82,CreditCard,Normal,2013-09-20,True
15886,56162,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56162,10-4030-014529,,4763,-1,Have No SalesPerson,10,9631,Have CurrencyRate,5287,Have CreditCard,1,20130913,20130925,20130920,226729Vi24952,195.59,15.65,4.89,216.13,82608077.84,27659,4099,2,280.74,CreditCard,Normal,2013-09-20,True
15887,56163,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56163,10-4030-013814,,4048,-1,Have No SalesPerson,10,9631,Have CurrencyRate,16923,Have CreditCard,1,20130913,20130925,20130920,126793Vi70252,107.08,8.57,2.68,118.32,82608196.16,27659,4352,2,254.19,CreditCard,Normal,2013-09-20,True
15888,56164,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56164,10-4030-019921,,12987,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,3457,Have CreditCard,1,20130913,20130925,20130920,727588Vi15247,63.97,5.12,1.6,70.69,82608266.85,27659,4352,1,70.69,CreditCard,Normal,2013-09-20,True
15889,56165,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56165,10-4030-022698,,15764,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20130913,20130925,20130920,Unknown,68.97,5.52,1.72,76.21,82608343.06,27659,4352,1,76.21,Other,Normal,2013-09-20,True
15890,56166,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56166,10-4030-024109,,17175,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,17168,Have CreditCard,1,20130913,20130925,20130920,329215Vi71552,4.99,0.4,0.12,5.51,82608348.57,27659,4352,1,5.51,CreditCard,Normal,2013-09-20,True
15891,56167,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56167,10-4030-011807,,2041,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22482,Have CreditCard,1,20130913,20130925,20130920,929334Vi90126,99.47,7.96,2.49,109.91,82608458.48,27659,4200,2,169.57,CreditCard,Normal,2013-09-20,True
15892,56168,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56168,10-4030-013860,,4094,-1,Have No SalesPerson,6,9628,Have CurrencyRate,22457,Have CreditCard,1,20130913,20130925,20130920,1129657Vi89978,39.99,3.2,1.0,44.19,82608502.67,27659,4071,4,135.73,CreditCard,Normal,2013-09-20,True
15893,56169,2013-09-13,2013-09-25,2013-09-20,Shipped,True,Unknown,SO56169,10-4030-011744,,1978,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,4786,Have CreditCard,1,20130913,20130925,20130920,329731Vi22367,37.29,2.98,0.93,41.21,82608543.88,27659,4216,2,79.87,CreditCard,Normal,2013-09-20,True
15894,56207,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56207,10-4030-017895,,8129,-1,Have No SalesPerson,10,9642,Have CurrencyRate,22212,Have CreditCard,1,20130914,20130926,20130921,726995Vi88649,29.98,2.4,0.75,33.13,82608577.01,27659,4351,1,33.13,CreditCard,Normal,2013-09-21,True
15895,56208,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56208,10-4030-019328,,12394,-1,Have No SalesPerson,10,9642,Have CurrencyRate,-1,Have No CreditCard,1,20130914,20130926,20130921,Unknown,27.28,2.18,0.68,30.14,82608607.15,27659,4351,1,30.14,Other,Normal,2013-09-21,True
15896,56209,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56209,10-4030-026889,,21763,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,14955,Have CreditCard,1,20130914,20130926,20130921,827743Vi59910,30.48,2.44,0.76,33.68,82608640.83,27659,4351,1,33.68,CreditCard,Normal,2013-09-21,True
15897,56210,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56210,10-4030-017879,,8113,-1,Have No SalesPerson,10,9642,Have CurrencyRate,2721,Have CreditCard,1,20130914,20130926,20130921,528960Vi11403,54.98,4.4,1.37,60.75,82608701.58,27659,4150,2,132.54,CreditCard,Normal,2013-09-21,True
15898,56211,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56211,10-4030-013227,,3461,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,23096,Have CreditCard,1,20130914,20130926,20130921,1029791Vi93352,71.97,5.76,1.8,79.53,82608781.11,27659,4351,1,79.53,CreditCard,Normal,2013-09-21,True
15899,56212,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56212,10-4030-021768,,14834,-1,Have No SalesPerson,6,9639,Have CurrencyRate,4851,Have CreditCard,1,20130914,20130926,20130921,535836Vi22686,539.99,43.2,13.5,596.69,82609377.8,27659,4351,2,4550.68,CreditCard,Normal,2013-09-21,True
15900,56213,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56213,10-4030-015865,,6099,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,14119,Have CreditCard,1,20130914,20130926,20130921,435837Vi55518,633.96,50.72,15.85,700.53,82610078.33,27659,4351,2,1565.73,CreditCard,Normal,2013-09-21,True
15901,56214,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56214,10-4030-013189,,3423,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,16454,Have CreditCard,1,20130914,20130926,20130921,1237173Vi67755,2322.28,185.78,58.06,2566.12,82612644.45,27659,4351,2,5266.02,CreditCard,Normal,2013-09-21,True
15902,56215,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56215,10-4030-029293,,24167,-1,Have No SalesPerson,9,9637,Have CurrencyRate,13624,Have CreditCard,1,20130914,20130926,20130921,1139001Vi52962,2384.07,190.73,59.6,2634.4,82615278.85,27659,4351,1,2634.4,CreditCard,Normal,2013-09-21,True
15903,56216,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56216,10-4030-019556,,12622,-1,Have No SalesPerson,9,9637,Have CurrencyRate,5330,Have CreditCard,1,20130914,20130926,20130921,1139406Vi25164,2457.33,196.59,61.43,2715.35,82617994.2,27659,4351,2,6669.34,CreditCard,Normal,2013-09-21,True
15904,56217,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56217,10-4030-026344,,19410,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,23089,Have CreditCard,1,20130914,20130926,20130921,139976Vi93314,742.35,59.39,18.56,820.3,82618814.5,27659,4351,2,3084.55,CreditCard,Normal,2013-09-21,True
15905,56218,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56218,10-4030-012340,,2574,-1,Have No SalesPerson,9,9637,Have CurrencyRate,1751,Have CreditCard,1,20130914,20130926,20130921,440029Vi6189,2318.96,185.52,57.97,2562.45,82621376.95,27659,4189,3,7461.1,CreditCard,Normal,2013-09-21,True
15906,56219,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56219,10-4030-024348,,17414,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,3896,Have CreditCard,1,20130914,20130926,20130921,440871Vi17730,2443.55,195.48,61.09,2700.12,82624077.07,27659,4351,1,2700.12,CreditCard,Normal,2013-09-21,True
15907,56220,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56220,10-4030-024819,,17885,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13735,Have CreditCard,1,20130914,20130926,20130921,740877Vi53508,2393.06,191.44,59.83,2644.33,82626721.4,27659,4351,1,2644.33,CreditCard,Normal,2013-09-21,True
15908,56221,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56221,10-4030-022879,,15945,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,14000,Have CreditCard,1,20130914,20130926,20130921,341059Vi54814,562.96,45.04,14.07,622.07,82627343.47,27659,4351,1,622.07,CreditCard,Normal,2013-09-21,True
15909,56222,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56222,10-4030-022088,,15154,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,13316,Have CreditCard,1,20130914,20130926,20130921,241061Vi51187,570.47,45.64,14.26,630.37,82627973.84,27659,4351,1,630.37,CreditCard,Normal,2013-09-21,True
15910,56223,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56223,10-4030-023760,,16826,-1,Have No SalesPerson,10,9642,Have CurrencyRate,22879,Have CreditCard,1,20130914,20130926,20130921,942187Vi92145,1183.47,94.68,29.59,1307.73,82629281.57,27659,4351,1,1307.73,CreditCard,Normal,2013-09-21,True
15911,56224,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56224,10-4030-024153,,17219,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,14336,Have CreditCard,1,20130914,20130926,20130921,842684Vi56584,2418.05,193.44,60.45,2671.95,82631953.52,27659,4351,1,2671.95,CreditCard,Normal,2013-09-21,True
15912,56200,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56200,10-4030-022215,,15281,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,15377,Have CreditCard,1,20130914,20130926,20130921,423430Vi62097,78.96,6.32,1.97,87.25,82632040.77,27659,4351,1,87.25,CreditCard,Normal,2013-09-21,True
15913,56205,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56205,10-4030-014903,,5137,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22421,Have CreditCard,1,20130914,20130926,20130921,225726Vi89748,61.96,4.96,1.55,68.47,82632109.24,27659,4351,1,68.47,CreditCard,Normal,2013-09-21,True
15914,56188,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56188,10-4030-012645,,2879,-1,Have No SalesPerson,10,9642,Have CurrencyRate,23814,Have CreditCard,1,20130914,20130926,20130921,416421Vi97389,2357.28,188.58,58.93,2604.79,82634714.03,27659,4351,3,7566.77,CreditCard,Normal,2013-09-21,True
15915,56189,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56189,10-4030-019587,,12653,-1,Have No SalesPerson,9,9637,Have CurrencyRate,23466,Have CreditCard,1,20130914,20130926,20130921,717479Vi95475,21.49,1.72,0.54,23.75,82634737.78,27659,4086,2,127.02,CreditCard,Normal,2013-09-21,True
15916,56190,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56190,10-4030-021283,,14349,-1,Have No SalesPerson,9,9637,Have CurrencyRate,326,Have CreditCard,1,20130914,20130926,20130921,617869Vi1457,124.94,10.0,3.12,138.06,82634875.84,27659,4351,1,138.06,CreditCard,Normal,2013-09-21,True
15917,56191,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56191,10-4030-014099,,4333,-1,Have No SalesPerson,9,9637,Have CurrencyRate,14011,Have CreditCard,1,20130914,20130926,20130921,518073Vi54868,13.98,1.12,0.35,15.45,82634891.29,27659,4198,3,221.29,CreditCard,Normal,2013-09-21,True
15918,56192,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56192,10-4030-027360,,22234,-1,Have No SalesPerson,9,9637,Have CurrencyRate,16863,Have CreditCard,1,20130914,20130926,20130921,818121Vi69914,69.99,5.6,1.75,77.34,82634968.63,27659,4351,1,77.34,CreditCard,Normal,2013-09-21,True
15919,56193,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56193,10-4030-020173,,13239,-1,Have No SalesPerson,10,9642,Have CurrencyRate,21490,Have CreditCard,1,20130914,20130926,20130921,119761Vi84359,2482.23,198.58,62.06,2742.86,82637711.49,27659,4351,2,3515.36,CreditCard,Normal,2013-09-21,True
15920,56194,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56194,10-4030-029105,,23979,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,7230,Have CreditCard,1,20130914,20130926,20130921,1120916Vi34851,6.28,0.5,0.16,6.94,82637718.43,27659,4351,1,6.94,CreditCard,Normal,2013-09-21,True
15921,56195,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56195,10-4030-011195,,1429,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,2099,Have CreditCard,1,20130914,20130926,20130921,1121114Vi8047,6.28,0.5,0.16,6.94,82637725.37,27659,4160,2,116.85,CreditCard,Normal,2013-09-21,True
15922,56196,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56196,10-4030-027210,,22084,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21950,Have CreditCard,1,20130914,20130926,20130921,421169Vi86985,7.28,0.58,0.18,8.04,82637733.41,27659,4351,1,8.04,CreditCard,Normal,2013-09-21,True
15923,56198,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56198,10-4030-023697,,16763,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,4888,Have CreditCard,1,20130914,20130926,20130921,1122831Vi22852,69.97,5.6,1.75,77.32,82637810.73,27659,4351,1,77.32,CreditCard,Normal,2013-09-21,True
15924,56199,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56199,10-4030-014723,,4957,-1,Have No SalesPerson,6,9639,Have CurrencyRate,12318,Have CreditCard,1,20130914,20130926,20130921,823017Vi46156,32.6,2.61,0.82,36.02,82637846.75,27659,4284,3,96.76,CreditCard,Normal,2013-09-21,True
15925,56206,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56206,10-4030-014828,,5062,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,8134,Have CreditCard,1,20130914,20130926,20130921,326071Vi39385,75.97,6.08,1.9,83.95,82637930.7,27659,4351,1,83.95,CreditCard,Normal,2013-09-21,True
15926,56201,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56201,10-4030-018675,,11741,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,22994,Have CreditCard,1,20130914,20130926,20130921,424446Vi92776,128.97,10.32,3.22,142.51,82638073.21,27659,4351,1,142.51,CreditCard,Normal,2013-09-21,True
15927,56202,2013-09-14,2013-09-26,2013-09-21,Shipped,True,Unknown,SO56202,10-4030-025347,,18413,-1,Have No SalesPerson,6,9639,Have CurrencyRate,-1,Have No CreditCard,1,20130914,20130926,20130921,Unknown,59.98,4.8,1.5,66.28,82638139.49,27659,4351,1,66.28,Other,Normal,2013-09-21,True
