WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
36994,37646,784,24,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,2e33b342e3b69a217bc5046a9c4fef39ff5a68bfb8f94dfcb3e8a2496fb63a03
36995,37647,792,320,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,fb0da0565fab6e52056d7750637cc6cb5463654d950815414cad2442f701b1ee
36996,37648,796,325,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,0a17bdd4c8e0e3864cb8dc01f92e3b366d9352ecfb65e4469867329c1baf2c72
36997,37649,798,338,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,01266b29b503e684ecd74254974aef4638327df358833e0e95e763ecf9ba495a
36998,37650,972,515,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,641450729b75a95fea83f9e3e96c245bf79165a8437589cb566067d785a6b1d6
36999,37651,977,352,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,8d0246d41d3a321544af258af3da31db9833704e0a7b2403185d71ee9cf54319
37000,37652,979,518,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,4aeb991197e6db869dd98eda351dd0ea2ff5ea00570b0f39352aa09dc2618b4e
37001,37653,980,29,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,df5f16e7f17411ba37253db6c1704c8a7f73c5a5316e01cca137ac05c1e75894
37002,37654,984,33,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b97a81402afcbdc432ff6860f5d40f4de6ea518656f03ce7ac595fa11b7bcbb8
37003,37655,990,39,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,29513d81e4c4c49efd60519f80c7a3c5892221a853b388ba66c68ff2af07f217
37004,37656,514,60,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,7787e3d218ec8e1acf6785dbab0cd665f429d18fd0411879ab1d6ff9ef1e7efd
37005,37656,514,60,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3f50f99df3821094c5686a510a77e413f10a24b9d655e08af60f3d8251ca86ed
37006,37657,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,e6e72557e5b08baabd693e37648db799f7cf691a6acbee455e7e5ce5480a7b7b
37007,37657,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,31c38d06d8ae011a4630c9c8b0b7a5fd2b8d74520c11af907180db37d7ba493c
37008,37658,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,8133671eb808ba2802fcaeae82524cf8e78e24fc906562e54c30440c7ba537ea
37009,37658,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3ca80c9451263bced65f83450a724d9457ac6414eef4ba7502d7fa7ef8b7ca9c
37010,37659,518,56,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,f02815bf1e5f3f96acfea58b38a051f97ed4b1680379291909a3bd83435daa67
37011,37659,518,56,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,14cef8103bc99dd1f24eb7a90734de71072ad3299cc6de292680b68d978bc18a
37012,37660,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,a5b25f09d075f674d8a2727c10c0f0f4f3c2643e664dd4182e339e83076a7f3c
37013,37660,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,af5104b86e202b93dadb48dbd69cdca45316ae1cf29d4bd2b3e59d6ef9444e92
37014,37661,520,58,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,550272e16b59a4446df3e6441510eef40942259b3df565b37e9f54123e0a6711
37015,37661,520,58,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d4a6be641e9ff8bdc35defe01f144c789e95d3668ea6aa72597bc00b6ab56dbc
37016,37662,521,55,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,8078278c0b1a38bf13cdff381335d5dccea2106d1354490481c57aeb450b95a2
37017,37662,521,55,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,ebbc513b2c7b325861d36500cc30689abad163a4d896796fdb1f59ae9ae0b0bd
37018,37669,747,406,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,fd671b87aa3771e001e6ce9fdedf68dd5891ee3b9342cec1be218ebafcc7a492
37019,37669,747,406,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,6c3f3a5ce501e42878b6b859900255cb9cda89ea8c81b58c3badbeb44e4afebe
37020,37669,747,406,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,1.0,14.5,14.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b3cb9f23f69c845d3b64643db1318894ce9253e9edb62fbeeb3c077828f08eda
37021,37669,747,406,4,40,Paint,15.75,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,2.0,31.5,31.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3ce29df36c772ec7e9dcfaaab7d09e0cf9162a0f2d75f011bb8ec2c0e4eeb994
37022,37669,747,406,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,4fcca0d5b2d2e44aad6282248ed3d281cbe3761b351ab69fb7cdd7b71c4e2852
37023,37669,747,406,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d3b8538ed18d86dea2c7b32e5ea7752ff79ff83dca4b99bb34595e4b933c6177
37024,37670,748,400,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,ebb4e5c37e0f404c3c0c83db873ab19759c94b485e5d66f905553825797bb0e0
37025,37670,748,400,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,858b105f85060af064f3a16cebfd6e5a95639a649bd4f582e4a4a6096180214d
37026,37670,748,400,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,1.0,14.5,14.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,c4e2d2e7564e1eda1eb288cea206807c254a8a31212c0c87ec2e35da3b972778
37027,37670,748,400,5,45,Specialized Paint,18.0,80.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,2.0,36.0,36.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b6f8bf1c10fca5f42cbe412de7f1ab664887e10e13a62bd683f1f9d3af3c89a9
37028,37670,748,400,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,67919394933968decd1673ca307085f271024585f6751a37d12bba39790c959a
37029,37670,748,400,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,1ec1543ba65251144e753b76defec56fde469aeb2edb0cfe0e88d5fb54bd06f9
37030,37671,805,468,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,f0f8c447cea9f32f2a825facd2f134169ed24e4dfc43b09d0c678f6b2ae797a2
37031,37672,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d7ba74d582c0ad77d039fecb2c732931092b1c3c11f124baab5db029785bf6ee
37032,37673,808,454,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,e2b2f21ac638fc3fea8c35c25bcb52fcc135c3f2687a29315be68bcb0c019d65
37033,37673,808,454,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,205a224678f2c71c3bf100fbc982d35a59e5e36560eadb529b448c8d4cd1784d
37034,37673,808,454,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,84aa9b726053b42d7ad6c274ca28f4f7a09780a4c4c8b187118c0c54c41db900
37035,37674,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,623911919f0c49ba04d0a29620dbb72214b6a46e5ed2672010c04035a1d26c1e
37036,37674,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,6c8a74b45e118015365429a6ed31683e4a844a126281a439227d467dd3c2e642
37037,37674,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,4e6a236deb510722da420b5b57a8e3fde1789701dd4eee509aff546fe247d8fb
37038,37675,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,23be6d570418c2479af3a6f9890184c7e2a2c17c72065bac92c4f011e63627be
37039,37675,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,aa3da60147383dbca2725779ba94f0313bc099622b475b9338fcf539f451c194
37040,37675,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,0b8cdfb800d7f099d6a757581888c9c0b3301ac567f919c0100ffca4c01e9f5f
37041,37676,812,452,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,784309298c37559d65fd55d723e19193baace771e828c4e115e4ffed31a47c54
37042,37676,812,452,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,73b03f77c935b41423a4830756f5abf8e829997085426e7cc4205ce08b3f9ea7
37043,37676,812,452,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b60ce7ba80355f3703ee020892ab26caf8b36e7b614ab4b97726441c5b41affd
37044,37677,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,b94604aaa2627c4b3c5e09028bd74b3fa43ecbd873743ef7ea60f825125f44b4
37045,37677,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d83468804680caa472a12b2d49f324d8ba12293d2a934f2f0c469e8858f734d2
37046,37677,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,00068ead3de64ad6ea6008e12c0f3719dbe269f69f20e4bfd972edce25d20068
37047,37678,815,485,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,7634b8b5cf6cde99586d54a5f2ebcf7e418e4e9af30e364f216805dff270eead
37048,37679,816,481,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,e2f9d0d654045d4e683ef71f9732c8e271ffdc545888f7d82d38b17f34006665
37049,37680,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,5931b7aa5976d0279438212797e80bf277ef4e3fd9359b33edbb649363341cfa
37050,37681,819,477,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,01ea9baa2b1bf336b819e2f40fab9188914d3f4712873d66c608cc889ff326ad
37051,37682,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d50ab0804e5a811101f43ded318da847538da479c5d1529e90d8103c19f007e6
37052,37683,821,480,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,96f4a1d61943547431f8373f1964f0c7785930621eb6c7c0c50c648a95f238d6
37053,37684,823,483,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,636766a1ebe21d91d4174dc0bb5fde10a85a1d6ed9978aa6f43ebe3039349a16
37054,37685,824,479,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,2101cad3dfb7dd1f5226587be98aec7069a37e98fb5dcd1e99597f8aadcd3365
37055,37686,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,5318d706171b5104ea51c0393df077b6ab2cceb1638f736df27c9352db7900d6
37056,37687,827,476,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,e1ade42009a0dd291c650eb2d8dc4a856a5561491e92732094a96fce38b4a5c9
37057,37688,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3f7104e5c1cd01431fa9a6e73845d65824ffb2d8a1b22ea5abfd647b81342138
37058,37689,829,478,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,63abae183812a4d33fee7849af01680457e88245abfe4807ca3a520c34e91006
37059,37692,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,19e16725e4a69003e7936c5b590c72ff14b314faa63f1bbe976ae49dbf5fda76
37060,37695,942,408,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,c22ec36b10317f8c3db539a7f94bdf8575bf51620c79f1ff95c7024574e84df9
37061,37695,942,408,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,65cd6fb16abad720688acb19e792ee4f9afdff43df87eec70d70e433d4b88c68
37062,37695,942,408,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,1.0,14.5,14.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,5a882513c122a0dbc460c66ba3d024df377a0ddf500718dfe76dcc063b27a7ec
37063,37695,942,408,5,45,Specialized Paint,18.0,80.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,2.0,36.0,36.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,edba3c421d9be365324dbbfbd234e4e7973ee869a00cbc52e664640248cea6a8
37064,37695,942,408,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,93d9fb4f69485ee07764f2a1f921cc12e9b74f8f7c0c16ae5ec0bdd5d9be4caf
37065,37695,942,408,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,0671e592aecd8a4527923062b3d361cec437c5aa6eb46f089b46bfe44643c5e1
37066,37696,944,419,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,07e20e4d11eb3439b5261f6e2021a00cd5b6988409a1421eb0b0d67b362597cb
37067,37696,944,419,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3cfaaabf1aac2238d3265bcb05906b2b83df387e01eec9aa5f234b3776d18f2a
37068,37696,944,419,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,1.0,14.5,14.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,a34fde02b8cadaff90f9afa9841c96ea2caa4d88da17157f3816a914bafac773
37069,37696,944,419,5,45,Specialized Paint,18.0,80.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,2.0,36.0,36.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,3cc0c3fb44185aede7e5d959411190fd6e88deb07d272291095ef36cf4305058
37070,37696,944,419,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,8bffedf28f1e9e9b80a5e1e20368a96695b51779fa967e8cbfe5323c40d32d42
37071,37696,944,419,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.0,49.0,49.0,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,4090ce3e486c5ad7d156c7b95c169cf1ae3ad0a83cf38cee46375ba41c10e81a
37072,37697,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,9ae6ce300c83d9b1e39b4171f560880193911c568150c13af9a208675dff59d9
37073,37697,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,c6f27e741d04717acc4c6fc5d75a37373fb03029e6522072e5978347de0403b4
37074,37698,946,453,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,9f2a5f7dc618c0d9219c3787b58f7910798a8ebec009bf88908544a68d62f996
37075,37698,946,453,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,9cd44cc5452c55059066497a1742bed600d8dccf1926c2060914e0cb621398b6
37076,37698,946,453,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,488e4f5dd97e93d64e1db575281e845f39222f0e7fbb785cebcfda6a736050c3
37077,37699,947,450,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,16564bf7bc03baec4e99a7b658c37d147d6efe6efe5a521f6e877df9360c3538
37078,37699,947,450,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.5,87.5,87.5,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d34a172310794f4a561f522fedb7f0adf843f337ae82575e61332b1abcb0296e
37079,37699,947,450,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,9eb43af7ce7120a8d2c473f093dd6b7ca7ff3cac35281f8cd1aa0e2731e43de0
37080,37700,949,307,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,aac8178350f5c3d285dc9e5fdcdd3669382520d50846368ed5ffff2c34191723
37081,37701,950,306,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,f9bb992a95b8e2a878ea2102a2d5507cdc90076ef80036a113f8dbd9916cf7f0
37082,37702,994,427,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,49dedd806542c8dc11a314f4d22f187f7b1bb4078d543000e17f8d1c2cc99a7a
37083,37703,995,426,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,8a44903afe4c91cf0efbba877c474cef93c7b70cd13cf5647403d44a229640cd
37084,37704,996,425,6,50,Subassembly,12.25,120.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,3.0,36.75,36.75,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,493e3aa2986903baeddcb66b8eacfa4a54778e8e7c6258c9737fc22144e422e9
37085,37719,802,3,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-06-14,2013-06-25,2013-06-14,2013-07-12,4.1,92.25,92.25,2013-07-12,,,True,2006-06-23,9999-12-31 00:00:00,d089af77a7c6b8e4bbc1b4c0035b6b257499a129c24b39b6fad6088b579ec381
