SALESORDERDETAILKEY,SALESORDERID,SALESORDERDETAILID,CARRIERTRACKINGNUMBER,ORDERQTY,PRODUCTKEY,SPECIALOFFERKEY,SALESORDERHEADERKEY,UNITPRICE,UNITPRICEDISCOUNT,LINETOTAL,TOTALORDERQTYPERORDER,TOTALLINETOTALPERORDER,PRODUCTRANKINORDER,DETAILMODIFIEDDATE,ISCURRENT
69442,51889,42952,,1,500,6,11417,21.49,0.0,21.49,2,75.48,2,2013-06-30,True
69443,75096,121250,,1,396,6,36631,49.99,0.0,49.99,3,88.97,1,2014-06-30,True
69444,75096,121249,,1,311,6,36631,34.99,0.0,34.99,3,88.97,2,2014-06-30,True
69445,75096,121248,,1,503,6,36631,3.99,0.0,3.99,3,88.97,3,2014-06-30,True
69446,71288,109369,,1,465,6,32840,54.99,0.0,54.99,3,67.93,1,2014-04-24,True
69447,71288,109370,,1,548,6,32840,7.95,0.0,7.95,3,67.93,2,2014-04-24,True
69448,71288,109368,,1,445,6,32840,4.99,0.0,4.99,3,67.93,3,2014-04-24,True
69449,58016,65257,,1,335,6,17692,1120.49,0.0,1120.49,2,1155.48,1,2013-10-14,True
69450,58016,65258,,1,311,6,17692,34.99,0.0,34.99,2,1155.48,2,2013-10-14,True
69451,48542,24317,,1,23,6,5412,2049.1,0.0,2049.1,1,2049.1,1,2012-11-11,True
69452,56670,59546,,1,445,6,16391,4.99,0.0,4.99,1,4.99,1,2013-09-23,True
69453,51722,39873,735D-4C32-A1,4,319,6,11540,1466.01,0.0,5864.04,64,38335.35,1,2013-06-30,True
69454,51722,39871,735D-4C32-A1,5,326,6,11540,1020.59,0.0,5102.97,64,38335.35,2,2013-06-30,True
69455,51722,39865,735D-4C32-A1,3,318,6,11540,1466.01,0.0,4398.03,64,38335.35,3,2013-06-30,True
69456,51722,39866,735D-4C32-A1,2,324,6,11540,1466.01,0.0,2932.02,64,38335.35,4,2013-06-30,True
69457,51722,39863,735D-4C32-A1,3,359,6,11540,858.9,0.0,2576.7,64,38335.35,5,2013-06-30,True
69458,51722,39891,735D-4C32-A1,2,329,6,11540,1020.59,0.0,2041.19,64,38335.35,6,2013-06-30,True
69459,51722,39883,735D-4C32-A1,2,364,6,11540,858.9,0.0,1717.8,64,38335.35,7,2013-06-30,True
69460,51722,39892,735D-4C32-A1,1,325,6,11540,1466.01,0.0,1466.01,64,38335.35,8,2013-06-30,True
69461,51722,39877,735D-4C32-A1,1,320,6,11540,1466.01,0.0,1466.01,64,38335.35,8,2013-06-30,True
69462,51722,39875,735D-4C32-A1,2,336,6,11540,672.29,0.0,1344.59,64,38335.35,10,2013-06-30,True
69463,51722,39878,735D-4C32-A1,1,328,6,11540,1020.59,0.0,1020.59,64,38335.35,11,2013-06-30,True
69464,51722,39893,735D-4C32-A1,1,327,6,11540,1020.59,0.0,1020.59,64,38335.35,11,2013-06-30,True
69465,51722,39869,735D-4C32-A1,3,352,6,11540,323.99,0.0,971.98,64,38335.35,13,2013-06-30,True
69466,51722,39868,735D-4C32-A1,1,363,6,11540,858.9,0.0,858.9,64,38335.35,14,2013-06-30,True
69467,51722,39876,735D-4C32-A1,2,372,6,11540,356.9,0.0,713.8,64,38335.35,15,2013-06-30,True
69468,51722,39879,735D-4C32-A1,2,369,6,11540,356.9,0.0,713.8,64,38335.35,15,2013-06-30,True
69469,51722,39884,735D-4C32-A1,1,339,6,11540,672.29,0.0,672.29,64,38335.35,17,2013-06-30,True
69470,51722,39890,735D-4C32-A1,1,337,6,11540,672.29,0.0,672.29,64,38335.35,17,2013-06-30,True
69471,51722,39881,735D-4C32-A1,1,338,6,11540,672.29,0.0,672.29,64,38335.35,17,2013-06-30,True
69472,51722,39886,735D-4C32-A1,2,353,6,11540,323.99,0.0,647.99,64,38335.35,20,2013-06-30,True
69473,51722,39872,735D-4C32-A1,2,388,6,11540,202.33,0.0,404.66,64,38335.35,21,2013-06-30,True
69474,51722,39864,735D-4C32-A1,1,354,6,11540,323.99,0.0,323.99,64,38335.35,22,2013-06-30,True
69475,51722,39888,735D-4C32-A1,1,379,6,11540,202.33,0.0,202.33,64,38335.35,23,2013-06-30,True
69476,51722,39880,735D-4C32-A1,3,5,6,11540,48.59,0.0,145.78,64,38335.35,24,2013-06-30,True
69477,51722,39870,735D-4C32-A1,5,10,6,11540,24.29,0.0,121.47,64,38335.35,25,2013-06-30,True
69478,51722,39882,735D-4C32-A1,3,435,6,11540,31.58,0.0,94.75,64,38335.35,26,2013-06-30,True
69479,51722,39885,735D-4C32-A1,1,449,6,11540,72.16,0.0,72.16,64,38335.35,27,2013-06-30,True
69480,51722,39867,735D-4C32-A1,1,8,6,11540,37.25,0.0,37.25,64,38335.35,28,2013-06-30,True
69481,51722,39887,735D-4C32-A1,1,455,6,11540,26.72,0.0,26.72,64,38335.35,29,2013-06-30,True
69482,51722,39874,735D-4C32-A1,3,489,6,11540,5.39,0.0,16.18,64,38335.35,30,2013-06-30,True
69483,51722,39889,735D-4C32-A1,3,488,6,11540,5.39,0.0,16.18,64,38335.35,30,2013-06-30,True
69484,70106,106392,,1,500,6,31643,21.49,0.0,21.49,4,35.72,1,2014-04-07,True
69485,70106,106395,,1,548,6,31643,7.95,0.0,7.95,4,35.72,2,2014-04-07,True
69486,70106,106393,,1,503,6,31643,3.99,0.0,3.99,4,35.72,3,2014-04-07,True
69487,70106,106394,,1,504,6,31643,2.29,0.0,2.29,4,35.72,4,2014-04-07,True
69488,57101,61978,E5FB-42E2-A9,3,369,6,16747,356.9,0.0,1070.69,12,2568.88,1,2013-09-30,True
69489,57101,61977,E5FB-42E2-A9,1,329,6,16747,1020.59,0.0,1020.59,12,2568.88,2,2013-09-30,True
69490,57101,61979,E5FB-42E2-A9,3,449,6,16747,72.16,0.0,216.49,12,2568.88,3,2013-09-30,True
69491,57101,61976,E5FB-42E2-A9,1,379,6,16747,202.33,0.0,202.33,12,2568.88,4,2013-09-30,True
69492,57101,61980,E5FB-42E2-A9,4,431,6,16747,14.69,0.0,58.78,12,2568.88,5,2013-09-30,True
69493,55709,57147,,1,394,6,15430,49.99,0.0,49.99,3,89.97,1,2013-09-05,True
69494,55709,57146,,1,309,6,15430,34.99,0.0,34.99,3,89.97,2,2013-09-05,True
69495,55709,57145,,1,501,6,15430,4.99,0.0,4.99,3,89.97,3,2013-09-05,True
69496,71025,108705,,1,390,6,32588,53.99,0.0,53.99,2,75.97,1,2014-04-20,True
69497,71025,108704,,1,312,6,32588,21.98,0.0,21.98,2,75.97,2,2014-04-20,True
69498,54227,51957,,1,499,6,13902,24.99,0.0,24.99,3,53.47,1,2013-08-11,True
69499,54227,51959,,1,431,6,13902,24.49,0.0,24.49,3,53.47,2,2013-08-11,True
69500,54227,51958,,1,503,6,13902,3.99,0.0,3.99,3,53.47,3,2013-08-11,True
69501,58698,66958,,1,353,6,18373,539.99,0.0,539.99,2,561.48,1,2013-10-26,True
69502,58698,66959,,1,500,6,18373,21.49,0.0,21.49,2,561.48,2,2013-10-26,True
69503,70674,107821,,1,309,6,32261,34.99,0.0,34.99,3,69.97,1,2014-04-15,True
69504,70674,107819,,1,496,6,32261,29.99,0.0,29.99,3,69.97,2,2014-04-15,True
69505,70674,107820,,1,501,6,32261,4.99,0.0,4.99,3,69.97,3,2014-04-15,True
69506,52601,44686,,1,390,6,12288,53.99,0.0,53.99,2,58.98,1,2013-07-14,True
69507,52601,44685,,1,445,6,12288,4.99,0.0,4.99,2,58.98,2,2013-07-14,True
69508,56459,59017,,1,312,6,16146,21.98,0.0,21.98,1,21.98,1,2013-09-19,True
69509,67422,97278,,1,500,6,28969,21.49,0.0,21.49,2,23.78,1,2014-03-02,True
69510,67422,97279,,1,504,6,28969,2.29,0.0,2.29,2,23.78,2,2014-03-02,True
69511,49594,28928,,1,325,6,6458,2181.56,0.0,2181.56,1,2181.56,1,2013-02-01,True
69512,57113,62078,160E-42A8-97,1,320,6,16721,1466.01,0.0,1466.01,11,4465.51,1,2013-09-30,True
69513,57113,62079,160E-42A8-97,4,369,6,16721,356.9,0.0,1427.59,11,4465.51,2,2013-09-30,True
69514,57113,62080,160E-42A8-97,4,368,6,16721,356.9,0.0,1427.59,11,4465.51,2,2013-09-30,True
69515,57113,62077,160E-42A8-97,2,449,6,16721,72.16,0.0,144.32,11,4465.51,4,2013-09-30,True
69516,72669,115398,,1,311,6,34238,34.99,0.0,34.99,3,49.97,1,2014-05-11,True
69517,72669,115396,,1,443,6,34238,9.99,0.0,9.99,3,49.97,2,2014-05-11,True
69518,72669,115397,,1,445,6,34238,4.99,0.0,4.99,3,49.97,3,2014-05-11,True
69519,48302,22659,ECF7-4DC7-8D,1,369,6,5237,324.45,0.0,324.45,1,324.45,1,2012-10-30,True
69520,54812,53400,,1,506,10,14492,2384.07,0.0,2384.07,3,2418.05,1,2013-08-21,True
69521,54812,53402,,1,497,6,14492,28.99,0.0,28.99,3,2418.05,2,2013-08-21,True
69522,54812,53401,,1,502,6,14492,4.99,0.0,4.99,3,2418.05,3,2013-08-21,True
69523,68678,100434,,1,516,6,30162,1214.85,0.0,1214.85,3,1274.33,1,2014-03-20,True
69524,68678,100435,,1,311,6,30162,34.99,0.0,34.99,3,1274.33,2,2014-03-20,True
69525,68678,100436,,1,431,6,30162,24.49,0.0,24.49,3,1274.33,3,2014-03-20,True
69526,51900,42981,,1,393,6,11479,49.99,0.0,49.99,4,85.95,1,2013-06-30,True
69527,51900,42980,,1,312,6,11479,21.98,0.0,21.98,4,85.95,2,2013-06-30,True
69528,51900,42982,,1,43,6,11479,8.99,0.0,8.99,4,85.95,3,2013-06-30,True
69529,51900,42979,,1,501,6,11479,4.99,0.0,4.99,4,85.95,4,2013-06-30,True
69530,63516,84359,,1,393,6,25059,49.99,0.0,49.99,4,114.96,1,2014-01-03,True
69531,63516,84358,,1,310,6,25059,34.99,0.0,34.99,4,114.96,2,2014-01-03,True
69532,63516,84357,,1,498,6,25059,24.99,0.0,24.99,4,114.96,3,2014-01-03,True
69533,63516,84356,,1,501,6,25059,4.99,0.0,4.99,4,114.96,4,2014-01-03,True
69534,48048,21481,B414-46CB-BA,9,321,6,4894,1466.01,0.0,13194.09,189,95134.13,1,2012-09-30,True
69535,48048,21454,B414-46CB-BA,8,322,6,4894,1466.01,0.0,11728.08,189,95134.13,2,2012-09-30,True
69536,48048,21461,B414-46CB-BA,5,320,6,4894,1308.94,0.0,6544.69,189,95134.13,3,2012-09-30,True
69537,48048,21435,B414-46CB-BA,5,324,6,4894,1308.94,0.0,6544.69,189,95134.13,3,2012-09-30,True
69538,48048,21452,B414-46CB-BA,3,318,6,4894,1308.94,0.0,3926.81,189,95134.13,5,2012-09-30,True
69539,48048,21474,B414-46CB-BA,3,325,6,4894,1308.94,0.0,3926.81,189,95134.13,5,2012-09-30,True
69540,48048,21437,B414-46CB-BA,6,339,6,4894,600.26,0.0,3601.58,189,95134.13,7,2012-09-30,True
69541,48048,21442,B414-46CB-BA,7,349,6,4894,469.79,0.0,3288.56,189,95134.13,8,2012-09-30,True
69542,48048,21443,B414-46CB-BA,7,350,6,4894,469.79,0.0,3288.56,189,95134.13,8,2012-09-30,True
69543,48048,21444,B414-46CB-BA,2,323,6,4894,1466.01,0.0,2932.02,189,95134.13,10,2012-09-30,True
69544,48048,21446,B414-46CB-BA,6,347,6,4894,469.79,0.0,2818.76,189,95134.13,11,2012-09-30,True
69545,48048,21445,B414-46CB-BA,2,319,6,4894,1308.94,0.0,2617.88,189,95134.13,12,2012-09-30,True
69546,48048,21464,B414-46CB-BA,5,346,6,4894,469.79,0.0,2348.97,189,95134.13,13,2012-09-30,True
69547,48048,21469,B414-46CB-BA,4,348,6,4894,469.79,0.0,1879.18,189,95134.13,14,2012-09-30,True
69548,48048,21451,B414-46CB-BA,4,341,6,4894,469.79,0.0,1879.18,189,95134.13,14,2012-09-30,True
69549,48048,21468,B414-46CB-BA,4,342,6,4894,469.79,0.0,1879.18,189,95134.13,14,2012-09-30,True
69550,48048,21467,B414-46CB-BA,4,351,6,4894,469.79,0.0,1879.18,189,95134.13,14,2012-09-30,True
69551,48048,21439,B414-46CB-BA,3,336,6,4894,600.26,0.0,1800.79,189,95134.13,18,2012-09-30,True
69552,48048,21434,B414-46CB-BA,3,338,6,4894,600.26,0.0,1800.79,189,95134.13,18,2012-09-30,True
69553,48048,21476,B414-46CB-BA,5,369,6,4894,324.45,0.0,1622.26,189,95134.13,20,2012-09-30,True
69554,48048,21473,B414-46CB-BA,3,344,6,4894,469.79,0.0,1409.38,189,95134.13,21,2012-09-30,True
69555,48048,21436,B414-46CB-BA,3,345,6,4894,469.79,0.0,1409.38,189,95134.13,21,2012-09-30,True
69556,48048,21453,B414-46CB-BA,4,372,6,4894,324.45,0.0,1297.81,189,95134.13,23,2012-09-30,True
69557,48048,21478,B414-46CB-BA,2,335,6,4894,600.26,0.0,1200.53,189,95134.13,24,2012-09-30,True
69558,48048,21450,B414-46CB-BA,2,337,6,4894,600.26,0.0,1200.53,189,95134.13,24,2012-09-30,True
69559,48048,21463,B414-46CB-BA,6,473,6,4894,198.04,0.0,1188.22,189,95134.13,26,2012-09-30,True
69560,48048,21458,B414-46CB-BA,3,368,6,4894,324.45,0.0,973.36,189,95134.13,27,2012-09-30,True
69561,48048,21480,B414-46CB-BA,2,340,6,4894,469.79,0.0,939.59,189,95134.13,28,2012-09-30,True
69562,48048,21472,B414-46CB-BA,2,343,6,4894,469.79,0.0,939.59,189,95134.13,28,2012-09-30,True
69563,48048,21455,B414-46CB-BA,4,381,6,4894,202.33,0.0,809.33,189,95134.13,30,2012-09-30,True
69564,48048,21470,B414-46CB-BA,4,385,6,4894,202.33,0.0,809.33,189,95134.13,30,2012-09-30,True
69565,48048,21457,B414-46CB-BA,4,477,6,4894,149.03,0.0,596.12,189,95134.13,32,2012-09-30,True
69566,48048,21433,B414-46CB-BA,2,380,6,4894,202.33,0.0,404.66,189,95134.13,33,2012-09-30,True
69567,48048,21438,B414-46CB-BA,2,384,6,4894,202.33,0.0,404.66,189,95134.13,33,2012-09-30,True
69568,48048,21466,B414-46CB-BA,2,379,6,4894,183.94,0.0,367.88,189,95134.13,35,2012-09-30,True
69569,48048,21465,B414-46CB-BA,5,449,6,4894,65.6,0.0,328.01,189,95134.13,36,2012-09-30,True
69570,48048,21462,B414-46CB-BA,5,471,6,4894,44.99,0.0,224.97,189,95134.13,37,2012-09-30,True
69571,48048,21482,B414-46CB-BA,1,388,6,4894,183.94,0.0,183.94,189,95134.13,38,2012-09-30,True
69572,48048,21477,B414-46CB-BA,5,460,6,4894,35.99,0.0,179.97,189,95134.13,39,2012-09-30,True
69573,48048,21475,B414-46CB-BA,6,395,6,4894,28.84,0.0,173.04,189,95134.13,40,2012-09-30,True
69574,48048,21441,B414-46CB-BA,6,311,6,4894,20.19,0.0,121.12,189,95134.13,41,2012-09-30,True
69575,48048,21448,B414-46CB-BA,2,469,6,4894,44.99,0.0,89.99,189,95134.13,42,2012-09-30,True
69576,48048,21456,B414-46CB-BA,1,482,6,4894,67.54,0.0,67.54,189,95134.13,43,2012-09-30,True
69577,48048,21479,B414-46CB-BA,3,309,6,4894,20.19,0.0,60.56,189,95134.13,44,2012-09-30,True
69578,48048,21460,B414-46CB-BA,3,310,6,4894,20.19,0.0,60.56,189,95134.13,44,2012-09-30,True
69579,48048,21447,B414-46CB-BA,2,396,6,4894,28.84,0.0,57.68,189,95134.13,46,2012-09-30,True
69580,48048,21459,B414-46CB-BA,3,505,6,4894,15.0,0.0,45.0,189,95134.13,47,2012-09-30,True
69581,48048,21449,B414-46CB-BA,3,529,6,4894,11.99,0.0,35.98,189,95134.13,48,2012-09-30,True
69582,48048,21483,B414-46CB-BA,1,394,6,4894,28.84,0.0,28.84,189,95134.13,49,2012-09-30,True
69583,48048,21471,B414-46CB-BA,1,432,6,4894,14.13,0.0,14.13,189,95134.13,50,2012-09-30,True
69584,48048,21440,B414-46CB-BA,2,43,6,4894,5.19,0.0,10.37,189,95134.13,51,2012-09-30,True
69585,60663,74451,,1,498,6,22194,24.99,0.0,24.99,3,32.27,1,2013-11-22,True
69586,60663,74452,,1,501,6,22194,4.99,0.0,4.99,3,32.27,2,2013-11-22,True
69587,60663,74453,,1,504,16,22194,2.29,0.0,2.29,3,32.27,3,2013-11-22,True
69588,62080,79136,,1,353,6,23561,539.99,0.0,539.99,1,539.99,1,2013-12-13,True
69589,48600,24375,,1,337,6,5485,1000.44,0.0,1000.44,1,1000.44,1,2012-11-17,True
69590,44843,4957,,1,314,6,1717,3578.27,0.0,3578.27,1,3578.27,1,2011-11-06,True
69591,73098,116469,,1,513,6,34675,2384.07,0.0,2384.07,3,2443.55,1,2014-05-17,True
69592,73098,116470,,1,311,6,34675,34.99,0.0,34.99,3,2443.55,2,2014-05-17,True
69593,73098,116471,,1,433,16,34675,24.49,0.0,24.49,3,2443.55,3,2014-05-17,True
69594,60565,74224,,1,394,6,22123,49.99,0.0,49.99,2,74.48,1,2013-11-21,True
69595,60565,74223,,1,433,6,22123,24.49,0.0,24.49,2,74.48,2,2013-11-21,True
69596,59479,71505,,1,354,6,19138,539.99,0.0,539.99,5,597.95,1,2013-11-04,True
69597,59479,71509,,1,310,6,19138,34.99,0.0,34.99,5,597.95,2,2013-11-04,True
69598,59479,71506,,1,444,6,19138,8.99,0.0,8.99,5,597.95,3,2013-11-04,True
69599,59479,71508,,1,43,6,19138,8.99,0.0,8.99,5,597.95,3,2013-11-04,True
69600,59479,71507,,1,445,6,19138,4.99,0.0,4.99,5,597.95,5,2013-11-04,True
69601,58126,65509,,1,335,6,17802,1120.49,0.0,1120.49,4,1143.46,1,2013-10-16,True
69602,58126,65511,,1,444,6,17802,8.99,0.0,8.99,4,1143.46,2,2013-10-16,True
69603,58126,65512,,1,489,6,17802,8.99,0.0,8.99,4,1143.46,2,2013-10-16,True
69604,58126,65510,,1,445,6,17802,4.99,0.0,4.99,4,1143.46,4,2013-10-16,True
69605,69407,102458,A0F9-4E34-84,1,30,6,31113,461.69,0.0,461.69,2,529.49,1,2014-03-31,True
69606,69407,102457,A0F9-4E34-84,1,33,1,31113,113.0,0.4,67.8,2,529.49,2,2014-03-31,True
69607,70940,108499,,1,353,6,32402,539.99,0.0,539.99,3,553.97,1,2014-04-18,True
69608,70940,108501,,1,444,6,32402,8.99,0.0,8.99,3,553.97,2,2014-04-18,True
69609,70940,108500,,1,445,6,32402,4.99,0.0,4.99,3,553.97,3,2014-04-18,True
69610,50595,33476,,1,320,6,7477,2181.56,0.0,2181.56,1,2181.56,1,2013-04-25,True
69611,60678,74492,,1,394,6,22146,49.99,0.0,49.99,1,49.99,1,2013-11-22,True
69612,70064,106287,,1,23,6,31535,2294.99,0.0,2294.99,4,2337.27,1,2014-04-06,True
69613,70064,106289,,1,494,6,31535,35.0,0.0,35.0,4,2337.27,2,2014-04-06,True
69614,70064,106288,,1,501,6,31535,4.99,0.0,4.99,4,2337.27,3,2014-04-06,True
69615,70064,106290,,1,504,6,31535,2.29,0.0,2.29,4,2337.27,4,2014-04-06,True
69616,65473,90954,,1,465,6,27011,54.99,0.0,54.99,4,119.96,1,2014-01-31,True
69617,65473,90955,,1,393,6,27011,49.99,0.0,49.99,4,119.96,2,2014-01-31,True
69618,65473,90952,,1,443,6,27011,9.99,0.0,9.99,4,119.96,3,2014-01-31,True
69619,65473,90953,,1,445,6,27011,4.99,0.0,4.99,4,119.96,4,2014-01-31,True
69620,74262,119364,,1,502,6,35790,4.99,0.0,4.99,2,7.28,1,2014-06-03,True
69621,74262,119365,,1,504,6,35790,2.29,0.0,2.29,2,7.28,2,2014-06-03,True
69622,62275,79590,,1,338,6,23790,1120.49,0.0,1120.49,2,1155.48,1,2013-12-16,True
69623,62275,79591,,1,309,6,23790,34.99,0.0,34.99,2,1155.48,2,2013-12-16,True
69624,55076,54013,,1,31,6,14752,769.49,0.0,769.49,3,893.47,1,2013-08-26,True
69625,55076,54014,,1,456,6,14752,69.99,0.0,69.99,3,893.47,2,2013-08-26,True
69626,55076,54015,,1,389,6,14752,53.99,0.0,53.99,3,893.47,3,2013-08-26,True
69627,61173,75776,6B8D-47B8-8E,4,23,6,22747,1376.99,0.0,5507.98,93,29140.78,1,2013-11-30,True
69628,61173,75749,6B8D-47B8-8E,4,24,6,22747,1376.99,0.0,5507.98,93,29140.78,1,2013-11-30,True
69629,61173,75764,6B8D-47B8-8E,8,30,6,22747,461.69,0.0,3693.55,93,29140.78,3,2013-11-30,True
69630,61173,75748,6B8D-47B8-8E,2,22,6,22747,1376.99,0.0,2753.99,93,29140.78,4,2013-11-30,True
69631,61173,75770,6B8D-47B8-8E,5,42,6,22747,323.99,0.0,1619.97,93,29140.78,5,2013-11-30,True
69632,61173,75750,6B8D-47B8-8E,1,20,6,22747,1391.99,0.0,1391.99,93,29140.78,6,2013-11-30,True
69633,61173,75742,6B8D-47B8-8E,3,39,6,22747,323.99,0.0,971.98,93,29140.78,7,2013-11-30,True
69634,61173,75773,6B8D-47B8-8E,3,40,6,22747,323.99,0.0,971.98,93,29140.78,7,2013-11-30,True
69635,61173,75744,6B8D-47B8-8E,2,33,6,22747,338.99,0.0,677.99,93,29140.78,9,2013-11-30,True
69636,61173,75743,6B8D-47B8-8E,2,41,6,22747,323.99,0.0,647.99,93,29140.78,10,2013-11-30,True
69637,61173,75774,6B8D-47B8-8E,1,29,6,22747,461.69,0.0,461.69,93,29140.78,11,2013-11-30,True
69638,61173,75747,6B8D-47B8-8E,1,31,6,22747,461.69,0.0,461.69,93,29140.78,11,2013-11-30,True
69639,61173,75753,6B8D-47B8-8E,2,410,6,22747,218.45,0.0,436.91,93,29140.78,13,2013-11-30,True
69640,61173,75767,6B8D-47B8-8E,2,407,6,22747,218.45,0.0,436.91,93,29140.78,13,2013-11-30,True
69641,61173,75745,6B8D-47B8-8E,1,35,6,22747,338.99,0.0,338.99,93,29140.78,15,2013-11-30,True
69642,61173,75746,6B8D-47B8-8E,1,37,6,22747,338.99,0.0,338.99,93,29140.78,15,2013-11-30,True
69643,61173,75771,6B8D-47B8-8E,1,34,6,22747,338.99,0.0,338.99,93,29140.78,15,2013-11-30,True
69644,61173,75761,6B8D-47B8-8E,1,36,6,22747,338.99,0.0,338.99,93,29140.78,15,2013-11-30,True
69645,61173,75763,6B8D-47B8-8E,1,38,6,22747,323.99,0.0,323.99,93,29140.78,19,2013-11-30,True
69646,61173,75752,6B8D-47B8-8E,2,415,6,22747,158.43,0.0,316.86,93,29140.78,20,2013-11-30,True
69647,61173,75768,6B8D-47B8-8E,2,421,6,22747,149.87,0.0,299.75,93,29140.78,21,2013-11-30,True
69648,61173,75772,6B8D-47B8-8E,6,49,6,22747,38.1,0.0,228.6,93,29140.78,22,2013-11-30,True
69649,61173,75759,6B8D-47B8-8E,3,308,6,22747,72.0,0.0,216.0,93,29140.78,23,2013-11-30,True
69650,61173,75755,6B8D-47B8-8E,5,456,6,22747,41.99,0.0,209.97,93,29140.78,24,2013-11-30,True
69651,61173,75754,6B8D-47B8-8E,5,391,6,22747,32.39,0.0,161.97,93,29140.78,25,2013-11-30,True
69652,61173,75775,6B8D-47B8-8E,4,395,6,22747,29.99,0.0,119.98,93,29140.78,26,2013-11-30,True
69653,61173,75756,6B8D-47B8-8E,2,50,6,22747,38.1,0.0,76.2,93,29140.78,27,2013-11-30,True
69654,61173,75751,6B8D-47B8-8E,2,451,6,22747,37.15,0.0,74.3,93,29140.78,28,2013-11-30,True
69655,61173,75762,6B8D-47B8-8E,2,392,6,22747,32.39,0.0,64.79,93,29140.78,29,2013-11-30,True
69656,61173,75760,6B8D-47B8-8E,2,310,6,22747,20.99,0.0,41.99,93,29140.78,30,2013-11-30,True
69657,61173,75769,6B8D-47B8-8E,1,457,6,22747,41.99,0.0,41.99,93,29140.78,30,2013-11-30,True
69658,61173,75766,6B8D-47B8-8E,1,311,6,22747,20.99,0.0,20.99,93,29140.78,32,2013-11-30,True
69659,61173,75765,6B8D-47B8-8E,4,548,6,22747,4.77,0.0,19.08,93,29140.78,33,2013-11-30,True
69660,61173,75758,6B8D-47B8-8E,5,445,6,22747,2.99,0.0,14.97,93,29140.78,34,2013-11-30,True
69661,61173,75757,6B8D-47B8-8E,2,43,6,22747,5.39,0.0,10.79,93,29140.78,35,2013-11-30,True
69662,63104,81670,,1,339,6,24590,1120.49,0.0,1120.49,2,1174.48,1,2013-12-30,True
69663,63104,81671,,1,392,6,24590,53.99,0.0,53.99,2,1174.48,2,2013-12-30,True
69664,54643,52991,,1,30,6,14332,769.49,0.0,769.49,3,800.46,1,2013-08-18,True
69665,54643,52992,,1,312,6,14332,21.98,0.0,21.98,3,800.46,2,2013-08-18,True
69666,54643,52993,,1,488,6,14332,8.99,0.0,8.99,3,800.46,3,2013-08-18,True
69667,58784,67142,,1,319,6,18514,2443.35,0.0,2443.35,6,2578.91,1,2013-10-28,True
69668,58784,67145,,1,465,6,18514,54.99,0.0,54.99,6,2578.91,2,2013-10-28,True
69669,58784,67146,,1,311,6,18514,34.99,0.0,34.99,6,2578.91,3,2013-10-28,True
69670,58784,67143,,1,495,6,18514,32.6,0.0,32.6,6,2578.91,4,2013-10-28,True
69671,58784,67147,,1,43,6,18514,8.99,0.0,8.99,6,2578.91,5,2013-10-28,True
69672,58784,67144,,1,503,6,18514,3.99,0.0,3.99,6,2578.91,6,2013-10-28,True
69673,45353,6591,,1,317,6,2227,3578.27,0.0,3578.27,1,3578.27,1,2012-01-02,True
69674,45484,6722,,1,315,6,2358,3578.27,0.0,3578.27,1,3578.27,1,2012-01-24,True
69675,61393,77407,,1,309,6,22934,34.99,0.0,34.99,3,71.58,1,2013-12-02,True
69676,61393,77405,,1,495,6,22934,32.6,0.0,32.6,3,71.58,2,2013-12-02,True
69677,61393,77406,,1,503,6,22934,3.99,0.0,3.99,3,71.58,3,2013-12-02,True
69678,55477,56557,,1,309,6,15185,34.99,0.0,34.99,2,56.97,1,2013-09-01,True
69679,55477,56556,,1,312,6,15185,21.98,0.0,21.98,2,56.97,2,2013-09-01,True
69680,62953,81293,,1,319,16,24497,2443.35,0.0,2443.35,1,2443.35,1,2013-12-28,True
69681,60531,74138,,1,504,6,22067,2.29,0.0,2.29,1,2.29,1,2013-11-20,True
69682,52355,44094,,1,311,6,12043,34.99,0.0,34.99,3,69.97,1,2013-07-09,True
69683,52355,44092,,1,496,6,12043,29.99,0.0,29.99,3,69.97,2,2013-07-09,True
69684,52355,44093,,1,501,6,12043,4.99,0.0,4.99,3,69.97,3,2013-07-09,True
69685,49466,27799,4850-489B-A6,4,22,6,6396,1229.46,0.0,4917.84,8,8629.01,1,2013-01-28,True
69686,49466,27801,4850-489B-A6,3,23,6,6396,1229.46,0.0,3688.38,8,8629.01,2,2013-01-28,True
69687,49466,27800,4850-489B-A6,1,428,6,6396,22.79,0.0,22.79,8,8629.01,3,2013-01-28,True
69688,63361,83976,,1,507,6,24829,2384.07,0.0,2384.07,1,2384.07,1,2013-12-31,True
69689,54163,51801,,1,499,6,13886,24.99,0.0,24.99,2,28.98,1,2013-08-10,True
69690,54163,51802,,1,503,6,13886,3.99,0.0,3.99,2,28.98,2,2013-08-10,True
69691,49102,26467,2A26-49A6-82,3,384,6,6020,202.33,0.0,607.0,3,607.0,1,2012-12-31,True
69692,49440,27665,,1,23,6,6309,2049.1,0.0,2049.1,1,2049.1,1,2013-01-27,True
69693,58249,65846,,1,336,6,17976,1120.49,0.0,1120.49,4,1158.96,1,2013-10-19,True
69694,58249,65849,,1,432,6,17976,24.49,0.0,24.49,4,1158.96,2,2013-10-19,True
69695,58249,65848,,1,444,6,17976,8.99,0.0,8.99,4,1158.96,3,2013-10-19,True
69696,58249,65847,,1,445,6,17976,4.99,0.0,4.99,4,1158.96,4,2013-10-19,True
