PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
2951,2419,4,4,5,2014-03-27,2014-04-05,91117.95,7289.44,2277.95,100685.33,2014-04-05 00:00:00.000,True
2952,2420,4,4,1,2014-03-27,2014-04-05,525.0,42.0,13.13,580.13,2014-04-05 00:00:00.000,True
2953,2421,6,4,3,2014-03-27,2014-04-05,1721.79,137.74,43.04,1902.58,2014-04-05 00:00:00.000,True
2954,2422,4,4,4,2014-03-27,2014-04-05,26455.28,2116.42,661.38,29233.08,2014-04-05 00:00:00.000,True
2955,2423,4,4,2,2014-03-27,2014-04-05,944.37,75.55,23.61,1043.53,2014-04-05 00:00:00.000,True
2956,2424,4,4,4,2014-03-27,2014-04-05,44594.55,3567.56,1114.86,49276.98,2014-04-05 00:00:00.000,True
2957,2425,4,4,3,2014-03-27,2014-04-05,62843.55,5027.48,1571.09,69442.12,2014-04-05 00:00:00.000,True
2958,2426,4,4,5,2014-03-27,2014-04-05,37843.58,3027.49,946.09,41817.15,2014-04-05 00:00:00.000,True
2959,2427,4,4,4,2014-03-27,2014-04-05,25531.28,2042.5,638.28,28212.06,2014-04-05 00:00:00.000,True
2960,2428,4,4,5,2014-03-27,2014-04-05,694.17,55.53,17.35,767.05,2014-04-05 00:00:00.000,True
2961,2429,4,4,4,2014-03-28,2014-04-06,125.75,10.06,3.14,138.95,2014-04-06 00:00:00.000,True
2962,2430,4,4,5,2014-03-28,2014-04-06,150.79,12.06,3.77,166.62,2014-04-06 00:00:00.000,True
2963,2431,4,4,4,2014-03-28,2014-04-06,503.09,40.25,12.58,555.91,2014-04-06 00:00:00.000,True
2964,2432,4,4,2,2014-03-28,2014-04-06,8847.3,707.78,221.18,9776.27,2014-04-06 00:00:00.000,True
2965,2433,4,4,5,2014-03-28,2014-04-06,171.08,13.69,4.28,189.04,2014-04-06 00:00:00.000,True
2966,2434,4,4,4,2014-03-28,2014-04-06,20397.3,1631.78,509.93,22539.02,2014-04-06 00:00:00.000,True
2967,2435,4,4,3,2014-03-28,2014-04-06,14628.08,1170.25,365.7,16164.02,2014-04-06 00:00:00.000,True
2968,2436,4,4,3,2014-03-28,2014-04-06,58685.55,4694.84,1467.14,64847.53,2014-04-06 00:00:00.000,True
2969,2437,4,4,5,2014-03-28,2014-04-06,773.01,61.84,19.33,854.18,2014-04-06 00:00:00.000,True
2970,2438,6,4,5,2014-03-28,2014-04-06,694.17,55.53,17.35,767.05,2014-04-06 00:00:00.000,True
2971,2439,4,4,5,2014-03-28,2014-04-06,1796.04,143.68,44.9,1984.62,2014-04-06 00:00:00.000,True
2972,2440,4,4,5,2014-03-28,2014-04-06,416.75,33.34,10.42,460.5,2014-04-06 00:00:00.000,True
2973,2441,4,4,5,2014-03-28,2014-04-06,34644.23,2771.54,866.11,38281.87,2014-04-06 00:00:00.000,True
2974,2442,4,4,4,2014-03-28,2014-04-06,257.58,20.61,6.44,284.62,2014-04-06 00:00:00.000,True
2975,2443,4,4,5,2014-03-28,2014-04-06,146.29,11.7,3.66,161.65,2014-04-06 00:00:00.000,True
2976,2444,4,4,5,2014-03-28,2014-04-06,102.56,8.21,2.56,113.33,2014-04-06 00:00:00.000,True
2977,2445,4,4,5,2014-03-31,2014-04-09,150.79,12.06,3.77,166.62,2014-04-09 00:00:00.000,True
2978,2446,4,4,5,2014-03-31,2014-04-09,13669.43,1093.55,341.74,15104.71,2014-04-09 00:00:00.000,True
2979,2447,4,4,5,2014-03-31,2014-04-09,16393.23,1311.46,409.83,18114.52,2014-04-09 00:00:00.000,True
2980,2448,4,4,4,2014-03-31,2014-04-09,22516.73,1801.34,562.92,24880.98,2014-04-09 00:00:00.000,True
2981,2449,4,4,1,2014-03-31,2014-04-09,551.88,44.15,13.8,609.83,2014-04-09 00:00:00.000,True
2982,2450,4,4,1,2014-03-31,2014-04-09,6987.75,559.02,174.69,7721.46,2014-04-09 00:00:00.000,True
2983,2451,4,4,2,2014-03-31,2014-04-09,28072.28,2245.78,701.81,31019.86,2014-04-09 00:00:00.000,True
2984,2452,4,4,1,2014-03-31,2014-04-09,35394.98,2831.6,884.87,39111.45,2014-04-09 00:00:00.000,True
2985,2453,4,4,1,2014-03-31,2014-04-09,3407.25,272.58,85.18,3765.01,2014-04-09 00:00:00.000,True
2986,2454,4,4,2,2014-03-31,2014-04-09,28297.5,2263.8,707.44,31268.74,2014-04-09 00:00:00.000,True
2987,2455,4,4,2,2014-03-31,2014-04-09,59.94,4.8,1.5,66.24,2014-04-09 00:00:00.000,True
2988,2456,4,4,4,2014-03-31,2014-04-09,332.96,26.64,8.32,367.92,2014-04-09 00:00:00.000,True
2989,2457,4,4,5,2014-03-31,2014-04-09,43878.45,3510.28,1096.96,48485.69,2014-04-09 00:00:00.000,True
2990,2458,4,4,4,2014-03-31,2014-04-09,544.57,43.57,13.61,601.75,2014-04-09 00:00:00.000,True
2991,2459,4,4,2,2014-03-31,2014-04-09,36405.6,2912.45,910.14,40228.19,2014-04-09 00:00:00.000,True
2992,2460,4,4,5,2014-03-31,2014-04-09,142.41,11.39,3.56,157.36,2014-04-09 00:00:00.000,True
2993,2461,4,4,5,2014-04-02,2014-04-11,19236.53,1538.92,480.91,21256.36,2014-04-11 00:00:00.000,True
2994,2462,4,4,4,2014-04-02,2014-04-11,253.32,20.27,6.33,279.92,2014-04-11 00:00:00.000,True
2995,2463,4,4,1,2014-04-02,2014-04-11,1276.28,102.1,31.91,1410.28,2014-04-11 00:00:00.000,True
2996,2464,4,4,1,2014-04-02,2014-04-11,2003.93,160.31,50.1,2214.34,2014-04-11 00:00:00.000,True
2997,2465,4,4,2,2014-04-02,2014-04-11,50860.43,4068.83,1271.51,56200.77,2014-04-11 00:00:00.000,True
2998,2466,4,4,1,2014-04-02,2014-04-11,454.86,36.39,11.37,502.62,2014-04-11 00:00:00.000,True
2999,2467,4,4,5,2014-04-02,2014-04-11,43878.45,3510.28,1096.96,48485.69,2014-04-11 00:00:00.000,True
3000,2468,4,4,2,2014-04-02,2014-04-11,7132.13,570.57,178.3,7881.0,2014-04-11 00:00:00.000,True
3001,2469,4,4,2,2014-04-02,2014-04-11,28343.7,2267.5,708.59,31319.79,2014-04-11 00:00:00.000,True
3002,2470,4,4,4,2014-04-02,2014-04-11,22516.73,1801.34,562.92,24880.98,2014-04-11 00:00:00.000,True
3003,2471,4,4,5,2014-04-02,2014-04-11,34644.23,2771.54,866.11,38281.87,2014-04-11 00:00:00.000,True
3004,2472,4,4,5,2014-04-02,2014-04-11,272.76,21.82,6.82,301.4,2014-04-11 00:00:00.000,True
3005,2473,4,4,5,2014-04-02,2014-04-11,143.04,11.44,3.58,158.06,2014-04-11 00:00:00.000,True
3006,2474,4,4,2,2014-04-02,2014-04-11,28199.33,2255.95,704.98,31160.25,2014-04-11 00:00:00.000,True
3007,2475,4,4,1,2014-04-02,2014-04-11,3713.33,297.07,92.83,4103.22,2014-04-11 00:00:00.000,True
3008,2476,4,4,5,2014-04-02,2014-04-11,63831.08,5106.49,1595.78,70533.34,2014-04-11 00:00:00.000,True
3009,2477,4,4,5,2014-04-03,2014-04-12,16340.31,1307.22,408.51,18056.04,2014-04-12 00:00:00.000,True
3010,2478,4,4,5,2014-04-03,2014-04-12,5711.48,456.92,142.79,6311.18,2014-04-12 00:00:00.000,True
3011,2479,4,4,4,2014-04-03,2014-04-12,235.9,18.87,5.9,260.67,2014-04-12 00:00:00.000,True
3012,2480,5,4,2,2014-04-03,2014-04-12,97.97,7.84,2.45,108.25,2014-04-12 00:00:00.000,True
3013,2481,4,4,4,2014-04-03,2014-04-12,114.47,9.16,2.86,126.49,2014-04-12 00:00:00.000,True
3014,2482,4,4,4,2014-04-03,2014-04-12,132.65,10.61,3.32,146.57,2014-04-12 00:00:00.000,True
3015,2483,4,4,5,2014-04-03,2014-04-12,43878.45,3510.28,1096.96,48485.69,2014-04-12 00:00:00.000,True
3016,2484,4,4,1,2014-04-03,2014-04-12,418.95,33.52,10.47,462.94,2014-04-12 00:00:00.000,True
3017,2485,4,4,4,2014-04-03,2014-04-12,3413.25,273.06,85.33,3771.64,2014-04-12 00:00:00.000,True
3018,2486,4,4,1,2014-04-03,2014-04-12,461.79,36.94,11.54,510.28,2014-04-12 00:00:00.000,True
3019,2487,4,4,4,2014-04-03,2014-04-12,760.41,60.83,19.01,840.25,2014-04-12 00:00:00.000,True
3020,2488,4,4,2,2014-04-03,2014-04-12,37.08,2.97,0.93,40.97,2014-04-12 00:00:00.000,True
3021,2489,4,4,4,2014-04-03,2014-04-12,21558.08,1724.65,538.95,23821.67,2014-04-12 00:00:00.000,True
3022,2490,4,4,4,2014-04-03,2014-04-12,422.1,33.77,10.55,466.42,2014-04-12 00:00:00.000,True
3023,2491,4,4,4,2014-04-03,2014-04-12,45172.05,3613.76,1129.3,49915.12,2014-04-12 00:00:00.000,True
3024,2492,4,4,5,2014-04-03,2014-04-12,273.7,21.9,6.84,302.44,2014-04-12 00:00:00.000,True
3025,2493,4,4,5,2014-04-04,2014-04-13,415.8,33.26,10.4,459.46,2014-04-13 00:00:00.000,True
3026,2494,4,4,5,2014-04-04,2014-04-13,40471.2,3237.7,1011.78,44720.68,2014-04-13 00:00:00.000,True
3027,2495,4,4,5,2014-04-04,2014-04-13,1225.67,98.05,30.64,1354.36,2014-04-13 00:00:00.000,True
3028,2496,4,4,5,2014-04-04,2014-04-13,62092.8,4967.42,1552.32,68612.54,2014-04-13 00:00:00.000,True
3029,2497,4,4,5,2014-04-04,2014-04-13,5948.25,475.86,148.71,6572.82,2014-04-13 00:00:00.000,True
3030,2498,4,4,5,2014-04-04,2014-04-13,91117.95,7289.44,2277.95,100685.33,2014-04-13 00:00:00.000,True
3031,2499,4,4,1,2014-04-04,2014-04-13,525.0,42.0,13.13,580.13,2014-04-13 00:00:00.000,True
3032,2500,4,4,5,2014-04-04,2014-04-13,2003.68,160.29,50.09,2214.07,2014-04-13 00:00:00.000,True
3033,2501,4,4,4,2014-04-04,2014-04-13,26455.28,2116.42,661.38,29233.08,2014-04-13 00:00:00.000,True
3034,2502,4,4,2,2014-04-04,2014-04-13,944.37,75.55,23.61,1043.53,2014-04-13 00:00:00.000,True
3035,2503,4,4,1,2014-04-04,2014-04-13,6993.53,559.48,174.84,7727.85,2014-04-13 00:00:00.000,True
3036,2504,4,3,3,2014-04-04,2014-04-13,36122.63,2889.81,903.07,39915.5,2014-04-13 00:00:00.000,True
3037,2505,4,4,5,2014-04-04,2014-04-13,37843.58,3027.49,946.09,41817.15,2014-04-13 00:00:00.000,True
3038,2506,4,4,4,2014-04-04,2014-04-13,25531.28,2042.5,638.28,28212.06,2014-04-13 00:00:00.000,True
3039,2507,4,4,5,2014-04-04,2014-04-13,773.96,61.92,19.35,855.22,2014-04-13 00:00:00.000,True
3040,2508,4,4,4,2014-04-04,2014-04-13,125.75,10.06,3.14,138.95,2014-04-13 00:00:00.000,True
3041,2509,4,4,5,2014-04-07,2014-04-16,150.79,12.06,3.77,166.62,2014-04-16 00:00:00.000,True
3042,2510,4,4,4,2014-04-07,2014-04-16,360.05,28.8,9.0,397.85,2014-04-16 00:00:00.000,True
3043,2511,4,4,2,2014-04-07,2014-04-16,8847.3,707.78,221.18,9776.27,2014-04-16 00:00:00.000,True
3044,2512,4,4,5,2014-04-07,2014-04-16,171.08,13.69,4.28,189.04,2014-04-16 00:00:00.000,True
3045,2513,4,4,4,2014-04-07,2014-04-16,20397.3,1631.78,509.93,22539.02,2014-04-16 00:00:00.000,True
3046,2514,4,4,3,2014-04-07,2014-04-16,14628.08,1170.25,365.7,16164.02,2014-04-16 00:00:00.000,True
3047,2515,4,4,3,2014-04-07,2014-04-16,58685.55,4694.84,1467.14,64847.53,2014-04-16 00:00:00.000,True
3048,2516,4,4,4,2014-04-07,2014-04-16,481.89,38.55,12.05,532.49,2014-04-16 00:00:00.000,True
3049,2517,4,4,5,2014-04-07,2014-04-16,773.96,61.92,19.35,855.22,2014-04-16 00:00:00.000,True
3050,2518,4,4,5,2014-04-07,2014-04-16,1796.04,143.68,44.9,1984.62,2014-04-16 00:00:00.000,True
3051,2519,4,4,5,2014-04-07,2014-04-16,658.95,52.72,16.47,728.14,2014-04-16 00:00:00.000,True
3052,2520,4,4,5,2014-04-07,2014-04-16,34644.23,2771.54,866.11,38281.87,2014-04-16 00:00:00.000,True
3053,2521,4,4,3,2014-04-07,2014-04-16,1581.93,126.55,39.55,1748.03,2014-04-16 00:00:00.000,True
3054,2522,4,4,5,2014-04-07,2014-04-16,146.29,11.7,3.66,161.65,2014-04-16 00:00:00.000,True
3055,2523,4,4,5,2014-04-07,2014-04-16,102.56,8.21,2.56,113.33,2014-04-16 00:00:00.000,True
3056,2524,4,4,5,2014-04-07,2014-04-16,150.79,12.06,3.77,166.62,2014-04-16 00:00:00.000,True
3057,2525,4,4,5,2014-04-08,2014-04-17,13669.43,1093.55,341.74,15104.71,2014-04-17 00:00:00.000,True
3058,2526,4,4,5,2014-04-08,2014-04-17,13458.69,1076.7,336.47,14871.85,2014-04-17 00:00:00.000,True
3059,2527,4,4,2,2014-04-08,2014-04-17,101720.85,8137.67,2543.02,112401.54,2014-04-17 00:00:00.000,True
3060,2528,4,4,1,2014-04-08,2014-04-17,551.88,44.15,13.8,609.83,2014-04-17 00:00:00.000,True
3061,2529,4,4,1,2014-04-08,2014-04-17,6987.75,559.02,174.69,7721.46,2014-04-17 00:00:00.000,True
3062,2530,4,4,2,2014-04-08,2014-04-17,28072.28,2245.78,701.81,31019.86,2014-04-17 00:00:00.000,True
3063,2531,4,4,1,2014-04-08,2014-04-17,1917.3,153.38,47.93,2118.62,2014-04-17 00:00:00.000,True
3064,2532,4,4,1,2014-04-08,2014-04-17,4215.75,337.26,105.39,4658.4,2014-04-17 00:00:00.000,True
3065,2533,4,4,2,2014-04-08,2014-04-17,28297.5,2263.8,707.44,31268.74,2014-04-17 00:00:00.000,True
3066,2534,4,4,2,2014-04-08,2014-04-17,59.94,4.8,1.5,66.24,2014-04-17 00:00:00.000,True
3067,2535,4,4,4,2014-04-08,2014-04-17,1055.57,84.45,26.39,1166.4,2014-04-17 00:00:00.000,True
3068,2536,4,4,5,2014-04-08,2014-04-17,43878.45,3510.28,1096.96,48485.69,2014-04-17 00:00:00.000,True
3069,2537,4,4,4,2014-04-08,2014-04-17,722.45,57.8,18.06,798.31,2014-04-17 00:00:00.000,True
3070,2538,4,4,2,2014-04-08,2014-04-17,24318.53,1945.48,607.96,26871.97,2014-04-17 00:00:00.000,True
3071,2539,5,4,5,2014-04-08,2014-04-17,142.41,11.39,3.56,157.36,2014-04-17 00:00:00.000,True
3072,2540,5,4,2,2014-04-08,2014-04-17,48030.68,3842.45,1200.77,53073.9,2014-04-17 00:00:00.000,True
3073,2541,4,4,2,2014-04-09,2014-04-18,50860.43,4068.83,1271.51,56200.77,2014-04-18 00:00:00.000,True
3074,2542,4,4,1,2014-04-09,2014-04-18,1276.28,102.1,31.91,1410.28,2014-04-18 00:00:00.000,True
3075,2543,4,4,1,2014-04-09,2014-04-18,2003.93,160.31,50.1,2214.34,2014-04-18 00:00:00.000,True
3076,2544,4,4,2,2014-04-09,2014-04-18,28343.7,2267.5,708.59,31319.79,2014-04-18 00:00:00.000,True
3077,2545,4,4,1,2014-04-09,2014-04-18,454.86,36.39,11.37,502.62,2014-04-18 00:00:00.000,True
3078,2546,4,4,5,2014-04-09,2014-04-18,43878.45,3510.28,1096.96,48485.69,2014-04-18 00:00:00.000,True
3079,2547,4,4,2,2014-04-09,2014-04-18,7132.13,570.57,178.3,7881.0,2014-04-18 00:00:00.000,True
3080,2548,4,4,2,2014-04-09,2014-04-18,28343.7,2267.5,708.59,31319.79,2014-04-18 00:00:00.000,True
3081,2549,4,4,4,2014-04-09,2014-04-18,22516.73,1801.34,562.92,24880.98,2014-04-18 00:00:00.000,True
3082,2550,4,4,5,2014-04-09,2014-04-18,34644.23,2771.54,866.11,38281.87,2014-04-18 00:00:00.000,True
3083,2551,4,4,4,2014-04-09,2014-04-18,501.2,40.1,12.53,553.82,2014-04-18 00:00:00.000,True
3084,2552,4,4,5,2014-04-09,2014-04-18,143.04,11.44,3.58,158.06,2014-04-18 00:00:00.000,True
3085,2553,4,4,2,2014-04-09,2014-04-18,28199.33,2255.95,704.98,31160.25,2014-04-18 00:00:00.000,True
3086,2554,4,4,1,2014-04-09,2014-04-18,3713.33,297.07,92.83,4103.22,2014-04-18 00:00:00.000,True
3087,2555,4,4,5,2014-04-09,2014-04-18,63831.08,5106.49,1595.78,70533.34,2014-04-18 00:00:00.000,True
3088,2556,4,4,5,2014-04-09,2014-04-18,13361.04,1068.88,334.03,14763.95,2014-04-18 00:00:00.000,True
3089,2557,4,4,5,2014-04-10,2014-04-19,5711.48,456.92,142.79,6311.18,2014-04-19 00:00:00.000,True
3090,2558,4,4,5,2014-04-10,2014-04-19,696.53,55.72,17.41,769.66,2014-04-19 00:00:00.000,True
3091,2559,4,4,2,2014-04-10,2014-04-19,97.97,7.84,2.45,108.25,2014-04-19 00:00:00.000,True
3092,2560,4,4,4,2014-04-10,2014-04-19,114.47,9.16,2.86,126.49,2014-04-19 00:00:00.000,True
3093,2561,4,4,4,2014-04-10,2014-04-19,132.65,10.61,3.32,146.57,2014-04-19 00:00:00.000,True
3094,2562,4,4,5,2014-04-10,2014-04-19,43878.45,3510.28,1096.96,48485.69,2014-04-19 00:00:00.000,True
3095,2563,4,4,1,2014-04-10,2014-04-19,418.95,33.52,10.47,462.94,2014-04-19 00:00:00.000,True
3096,2564,5,4,4,2014-04-10,2014-04-19,272.44,21.8,6.81,301.05,2014-04-19 00:00:00.000,True
3097,2565,4,4,1,2014-04-10,2014-04-19,461.79,36.94,11.54,510.28,2014-04-19 00:00:00.000,True
3098,2566,4,4,4,2014-04-10,2014-04-19,462.77,37.02,11.57,511.36,2014-04-19 00:00:00.000,True
3099,2567,4,4,2,2014-04-10,2014-04-19,37.08,2.97,0.93,40.97,2014-04-19 00:00:00.000,True
3100,2568,4,4,4,2014-04-10,2014-04-19,21558.08,1724.65,538.95,23821.67,2014-04-19 00:00:00.000,True
3101,2569,4,4,4,2014-04-10,2014-04-19,663.67,53.09,16.59,733.36,2014-04-19 00:00:00.000,True
3102,2570,4,4,5,2014-04-10,2014-04-19,65240.18,5219.21,1631.0,72090.39,2014-04-19 00:00:00.000,True
3103,2571,4,4,4,2014-04-10,2014-04-19,503.09,40.25,12.58,555.91,2014-04-19 00:00:00.000,True
3104,2572,4,4,5,2014-04-10,2014-04-19,273.07,21.85,6.83,301.75,2014-04-19 00:00:00.000,True
3105,2573,4,4,5,2014-04-11,2014-04-20,40471.2,3237.7,1011.78,44720.68,2014-04-20 00:00:00.000,True
3106,2574,4,4,5,2014-04-11,2014-04-20,278.52,22.28,6.96,307.77,2014-04-20 00:00:00.000,True
3107,2575,4,4,5,2014-04-11,2014-04-20,62092.8,4967.42,1552.32,68612.54,2014-04-20 00:00:00.000,True
3108,2576,4,4,5,2014-04-11,2014-04-20,5948.25,475.86,148.71,6572.82,2014-04-20 00:00:00.000,True
3109,2577,4,4,5,2014-04-11,2014-04-20,91117.95,7289.44,2277.95,100685.33,2014-04-20 00:00:00.000,True
3110,2578,4,4,1,2014-04-11,2014-04-20,525.0,42.0,13.13,580.13,2014-04-20 00:00:00.000,True
3111,2579,4,4,5,2014-04-11,2014-04-20,2003.68,160.29,50.09,2214.07,2014-04-20 00:00:00.000,True
3112,2580,4,4,4,2014-04-11,2014-04-20,26455.28,2116.42,661.38,29233.08,2014-04-20 00:00:00.000,True
3113,2581,4,4,2,2014-04-11,2014-04-20,944.37,75.55,23.61,1043.53,2014-04-20 00:00:00.000,True
3114,2582,4,4,4,2014-04-11,2014-04-20,44594.55,3567.56,1114.86,49276.98,2014-04-20 00:00:00.000,True
3115,2583,4,4,5,2014-04-11,2014-04-20,26720.93,2137.67,668.02,29526.62,2014-04-20 00:00:00.000,True
3116,2584,4,4,5,2014-04-11,2014-04-20,37843.58,3027.49,946.09,41817.15,2014-04-20 00:00:00.000,True
3117,2585,4,4,4,2014-04-11,2014-04-20,25531.28,2042.5,638.28,28212.06,2014-04-20 00:00:00.000,True
3118,2586,4,4,4,2014-04-11,2014-04-20,482.52,38.6,12.06,533.18,2014-04-20 00:00:00.000,True
3119,2587,4,4,4,2014-04-11,2014-04-20,125.75,10.06,3.14,138.95,2014-04-20 00:00:00.000,True
3120,2588,4,4,5,2014-04-11,2014-04-20,150.79,12.06,3.77,166.62,2014-04-20 00:00:00.000,True
3121,2589,4,4,4,2014-04-14,2014-04-23,235.9,18.87,5.9,260.67,2014-04-23 00:00:00.000,True
3122,2590,4,4,2,2014-04-14,2014-04-23,8847.3,707.78,221.18,9776.27,2014-04-23 00:00:00.000,True
3123,2591,4,4,5,2014-04-14,2014-04-23,171.08,13.69,4.28,189.04,2014-04-23 00:00:00.000,True
3124,2592,4,4,4,2014-04-14,2014-04-23,20397.3,1631.78,509.93,22539.02,2014-04-23 00:00:00.000,True
3125,2593,4,4,3,2014-04-14,2014-04-23,14628.08,1170.25,365.7,16164.02,2014-04-23 00:00:00.000,True
3126,2594,4,4,3,2014-04-14,2014-04-23,33350.63,2668.05,833.77,36852.44,2014-04-23 00:00:00.000,True
3127,2595,4,4,4,2014-04-14,2014-04-23,475.68,38.05,11.89,525.63,2014-04-23 00:00:00.000,True
3128,2596,4,4,4,2014-04-14,2014-04-23,482.52,38.6,12.06,533.18,2014-04-23 00:00:00.000,True
3129,2597,4,4,5,2014-04-14,2014-04-23,1796.04,143.68,44.9,1984.62,2014-04-23 00:00:00.000,True
3130,2598,4,4,4,2014-04-14,2014-04-23,602.25,48.18,15.06,665.48,2014-04-23 00:00:00.000,True
3131,2599,4,4,5,2014-04-14,2014-04-23,34644.23,2771.54,866.11,38281.87,2014-04-23 00:00:00.000,True
3132,2600,4,4,4,2014-04-14,2014-04-23,1839.51,147.16,45.99,2032.65,2014-04-23 00:00:00.000,True
3133,2601,4,4,5,2014-04-14,2014-04-23,146.29,11.7,3.66,161.65,2014-04-23 00:00:00.000,True
3134,2602,4,4,5,2014-04-14,2014-04-23,102.56,8.21,2.56,113.33,2014-04-23 00:00:00.000,True
3135,2603,5,4,5,2014-04-14,2014-04-23,150.79,12.06,3.77,166.62,2014-04-23 00:00:00.000,True
3136,2604,4,3,5,2014-04-14,2014-04-23,13669.43,1093.55,341.74,15104.71,2014-04-23 00:00:00.000,True
3137,2605,4,4,5,2014-04-15,2014-04-24,2934.54,234.76,73.36,3242.67,2014-04-24 00:00:00.000,True
3138,2606,4,4,2,2014-04-15,2014-04-24,50860.43,4068.83,1271.51,56200.77,2014-04-24 00:00:00.000,True
3139,2607,4,4,1,2014-04-15,2014-04-24,551.88,44.15,13.8,609.83,2014-04-24 00:00:00.000,True
3140,2608,4,4,1,2014-04-15,2014-04-24,6987.75,559.02,174.69,7721.46,2014-04-24 00:00:00.000,True
3141,2609,4,4,2,2014-04-15,2014-04-24,28072.28,2245.78,701.81,31019.86,2014-04-24 00:00:00.000,True
3142,2610,4,4,1,2014-04-15,2014-04-24,37312.28,2984.98,932.81,41230.06,2014-04-24 00:00:00.000,True
3143,2611,4,4,1,2014-04-15,2014-04-24,3407.25,272.58,85.18,3765.01,2014-04-24 00:00:00.000,True
3144,2612,4,4,2,2014-04-15,2014-04-24,28297.5,2263.8,707.44,31268.74,2014-04-24 00:00:00.000,True
3145,2613,4,4,2,2014-04-15,2014-04-24,59.94,4.8,1.5,66.24,2014-04-24 00:00:00.000,True
3146,2614,4,4,4,2014-04-15,2014-04-24,240.72,19.26,6.02,266.0,2014-04-24 00:00:00.000,True
3147,2615,4,4,5,2014-04-15,2014-04-24,43878.45,3510.28,1096.96,48485.69,2014-04-24 00:00:00.000,True
3148,2616,4,4,5,2014-04-15,2014-04-24,544.73,43.58,13.62,601.93,2014-04-24 00:00:00.000,True
3149,2617,4,4,1,2014-04-15,2014-04-24,18641.7,1491.34,466.04,20599.08,2014-04-24 00:00:00.000,True
3150,2618,4,4,5,2014-04-15,2014-04-24,142.41,11.39,3.56,157.36,2014-04-24 00:00:00.000,True
3151,2619,4,4,2,2014-04-15,2014-04-24,48030.68,3842.45,1200.77,53073.9,2014-04-24 00:00:00.000,True
3152,2620,4,4,4,2014-04-15,2014-04-24,421.16,33.69,10.53,465.38,2014-04-24 00:00:00.000,True
3153,2621,4,4,1,2014-04-16,2014-04-25,1276.28,102.1,31.91,1410.28,2014-04-25 00:00:00.000,True
3154,2622,7,4,1,2014-04-16,2014-04-25,2003.93,160.31,50.1,2214.34,2014-04-25 00:00:00.000,True
3155,2623,4,4,4,2014-04-16,2014-04-25,22516.73,1801.34,562.92,24880.98,2014-04-25 00:00:00.000,True
3156,2624,4,4,1,2014-04-16,2014-04-25,454.86,36.39,11.37,502.62,2014-04-25 00:00:00.000,True
3157,2625,4,4,5,2014-04-16,2014-04-25,43878.45,3510.28,1096.96,48485.69,2014-04-25 00:00:00.000,True
3158,2626,4,4,2,2014-04-16,2014-04-25,7132.13,570.57,178.3,7881.0,2014-04-25 00:00:00.000,True
3159,2627,4,4,2,2014-04-16,2014-04-25,28343.7,2267.5,708.59,31319.79,2014-04-25 00:00:00.000,True
3160,2628,4,4,4,2014-04-16,2014-04-25,22516.73,1801.34,562.92,24880.98,2014-04-25 00:00:00.000,True
3161,2629,4,4,5,2014-04-16,2014-04-25,34644.23,2771.54,866.11,38281.87,2014-04-25 00:00:00.000,True
3162,2630,4,4,4,2014-04-16,2014-04-25,247.56,19.8,6.19,273.55,2014-04-25 00:00:00.000,True
3163,2631,4,4,5,2014-04-16,2014-04-25,143.04,11.44,3.58,158.06,2014-04-25 00:00:00.000,True
3164,2632,4,4,2,2014-04-16,2014-04-25,28199.33,2255.95,704.98,31160.25,2014-04-25 00:00:00.000,True
3165,2633,4,4,1,2014-04-16,2014-04-25,3713.33,297.07,92.83,4103.22,2014-04-25 00:00:00.000,True
3166,2634,4,4,5,2014-04-16,2014-04-25,43878.45,3510.28,1096.96,48485.69,2014-04-25 00:00:00.000,True
3167,2635,4,4,5,2014-04-16,2014-04-25,2979.27,238.34,74.48,3292.09,2014-04-25 00:00:00.000,True
3168,2636,4,4,5,2014-04-16,2014-04-25,5711.48,456.92,142.79,6311.18,2014-04-25 00:00:00.000,True
3169,2637,4,4,5,2014-04-17,2014-04-26,776.79,62.14,19.42,858.35,2014-04-26 00:00:00.000,True
3170,2638,4,4,2,2014-04-17,2014-04-26,97.97,7.84,2.45,108.25,2014-04-26 00:00:00.000,True
3171,2639,4,4,4,2014-04-17,2014-04-26,114.47,9.16,2.86,126.49,2014-04-26 00:00:00.000,True
3172,2640,4,4,4,2014-04-17,2014-04-26,132.65,10.61,3.32,146.57,2014-04-26 00:00:00.000,True
3173,2641,4,4,5,2014-04-17,2014-04-26,43878.45,3510.28,1096.96,48485.69,2014-04-26 00:00:00.000,True
3174,2642,4,4,1,2014-04-17,2014-04-26,418.95,33.52,10.47,462.94,2014-04-26 00:00:00.000,True
3175,2643,4,4,4,2014-04-17,2014-04-26,389.66,31.17,9.74,430.57,2014-04-26 00:00:00.000,True
3176,2644,4,4,1,2014-04-17,2014-04-26,461.79,36.94,11.54,510.28,2014-04-26 00:00:00.000,True
3177,2645,4,4,4,2014-04-17,2014-04-26,1656.84,132.55,41.42,1830.8,2014-04-26 00:00:00.000,True
3178,2646,4,4,2,2014-04-17,2014-04-26,37.08,2.97,0.93,40.97,2014-04-26 00:00:00.000,True
