PURCHASEORDERDETAILKEY,PURCHASEORDERID,PURCHASEORDERDETAILID,PURCHASEORDERHEADERKEY,PRODUCTKEY,DUEDATE,ORDERQTY,UNITPRICE,LINETOTAL,RECEIVEDQTY,REJECTEDQTY,STOCKEDQTY,ORDERDETAILMODIFIEDDATE,ISCURRENT
5334,2161,4802,2693,154,2014-03-15,60,62.93,3775.59,60.0,0.0,60.0,2014-03-08,True
5335,2161,4803,2693,155,2014-03-15,60,49.65,2979.27,60.0,3.0,57.0,2014-03-08,True
5336,2162,4804,2694,119,2014-03-15,550,10.38,5711.48,550.0,82.0,468.0,2014-03-08,True
5337,2163,4805,2695,233,2014-03-15,3,49.85,149.56,3.0,0.0,3.0,2014-03-08,True
5338,2163,4806,2695,234,2014-03-15,3,45.58,136.74,3.0,0.0,3.0,2014-03-08,True
5339,2163,4807,2695,138,2014-03-15,3,43.48,130.44,3.0,0.0,3.0,2014-03-08,True
5340,2164,4808,2696,149,2014-03-15,3,12.72,38.15,3.0,0.0,3.0,2014-03-08,True
5341,2164,4809,2696,150,2014-03-15,3,19.94,59.82,3.0,0.0,3.0,2014-03-08,True
5342,2165,4810,2697,124,2014-03-15,3,38.16,114.47,3.0,0.0,3.0,2014-03-08,True
5343,2166,4811,2698,110,2014-03-15,3,44.22,132.65,3.0,0.0,3.0,2014-03-08,True
5344,2167,4812,2699,10,2014-03-15,550,31.49,17319.23,550.0,0.0,550.0,2014-03-08,True
5345,2167,4813,2699,8,2014-03-15,550,48.29,26559.23,550.0,0.0,550.0,2014-03-08,True
5346,2168,4814,2700,167,2014-03-15,60,6.98,418.95,60.0,0.0,60.0,2014-03-08,True
5347,2169,4815,2701,70,2014-03-17,3,41.38,124.14,3.0,0.0,3.0,2014-03-10,True
5348,2169,4816,2701,105,2014-03-17,3,45.65,136.96,3.0,0.0,3.0,2014-03-10,True
5349,2169,4817,2701,106,2014-03-17,3,41.38,124.14,3.0,0.0,3.0,2014-03-10,True
5350,2169,4818,2701,107,2014-03-17,3,39.28,117.84,3.0,0.0,3.0,2014-03-10,True
5351,2169,4819,2701,108,2014-03-17,3,43.55,130.66,3.0,0.0,3.0,2014-03-10,True
5352,2170,4820,2702,165,2014-03-17,60,3.38,202.86,60.0,0.0,60.0,2014-03-10,True
5353,2170,4821,2702,166,2014-03-17,60,4.32,258.93,60.0,6.0,54.0,2014-03-10,True
5354,2171,4822,2703,243,2014-03-17,3,36.97,110.91,3.0,0.0,3.0,2014-03-10,True
5355,2171,4823,2703,244,2014-03-17,3,41.24,123.73,3.0,0.0,3.0,2014-03-10,True
5356,2171,4824,2703,245,2014-03-17,3,36.97,110.91,3.0,0.0,3.0,2014-03-10,True
5357,2171,4825,2703,246,2014-03-17,3,43.22,129.65,3.0,0.0,3.0,2014-03-10,True
5358,2172,4826,2704,149,2014-03-17,3,12.36,37.08,3.0,0.0,3.0,2014-03-10,True
5359,2173,4827,2705,118,2014-03-17,550,39.2,21558.08,550.0,0.0,550.0,2014-03-10,True
5360,2174,4828,2706,212,2014-03-17,3,45.44,136.33,3.0,0.0,3.0,2014-03-10,True
5361,2174,4829,2706,213,2014-03-17,3,41.17,123.51,3.0,0.0,3.0,2014-03-10,True
5362,2175,4830,2707,500,2014-03-17,550,34.87,19178.78,550.0,0.0,550.0,2014-03-10,True
5363,2175,4831,2707,499,2014-03-17,550,39.76,21869.93,523.0,0.0,523.0,2014-03-10,True
5364,2175,4832,2707,495,2014-03-17,550,43.98,24191.48,550.0,0.0,550.0,2014-03-10,True
5365,2175,4833,2707,497,2014-03-17,550,38.15,20980.58,550.0,0.0,550.0,2014-03-10,True
5366,2176,4834,2708,92,2014-03-17,3,43.55,130.66,3.0,0.0,3.0,2014-03-10,True
5367,2176,4835,2708,93,2014-03-17,3,39.28,117.84,3.0,0.0,3.0,2014-03-10,True
5368,2176,4836,2708,94,2014-03-17,3,37.18,111.54,3.0,0.0,3.0,2014-03-10,True
5369,2176,4837,2708,95,2014-03-17,3,41.45,124.36,3.0,0.0,3.0,2014-03-10,True
5370,2177,4838,2709,204,2014-03-17,3,47.58,142.73,3.0,0.0,3.0,2014-03-10,True
5371,2177,4839,2709,205,2014-03-17,3,45.48,136.43,3.0,0.0,3.0,2014-03-10,True
5372,2177,4840,2709,206,2014-03-17,3,49.75,149.25,3.0,0.0,3.0,2014-03-10,True
5373,2177,4841,2709,207,2014-03-17,3,45.48,136.43,3.0,0.0,3.0,2014-03-10,True
5374,2177,4842,2709,208,2014-03-17,3,43.38,130.13,3.0,0.0,3.0,2014-03-10,True
5375,2177,4843,2709,170,2014-03-17,3,47.65,142.95,3.0,0.0,3.0,2014-03-10,True
5376,2178,4844,2710,500,2014-03-17,550,34.35,18890.03,550.0,0.0,550.0,2014-03-10,True
5377,2178,4845,2710,499,2014-03-17,550,39.24,21581.18,550.0,0.0,550.0,2014-03-10,True
5378,2179,4846,2711,207,2014-03-17,3,45.37,136.11,3.0,0.0,3.0,2014-03-10,True
5379,2179,4847,2711,208,2014-03-17,3,43.27,129.81,3.0,0.0,3.0,2014-03-10,True
5380,2179,4848,2711,170,2014-03-17,3,47.54,142.63,3.0,0.0,3.0,2014-03-10,True
5381,2179,4849,2711,158,2014-03-17,3,43.27,129.81,3.0,0.0,3.0,2014-03-10,True
5382,2179,4850,2711,159,2014-03-17,3,41.17,123.51,3.0,0.0,3.0,2014-03-10,True
5383,2180,4851,2712,498,2014-03-17,550,32.77,18023.78,550.0,0.0,550.0,2014-03-10,True
5384,2180,4852,2712,496,2014-03-17,550,37.09,20397.3,550.0,55.0,495.0,2014-03-10,True
5385,2180,4853,2712,494,2014-03-17,550,43.04,23671.73,550.0,0.0,550.0,2014-03-10,True
5386,2181,4854,2713,203,2014-03-17,550,10.82,5948.25,550.0,0.0,550.0,2014-03-10,True
5387,2182,4855,2714,447,2014-03-17,550,82.83,45558.98,550.0,82.0,468.0,2014-03-10,True
5388,2182,4856,2714,446,2014-03-17,550,82.83,45558.98,550.0,0.0,550.0,2014-03-10,True
5389,2183,4857,2715,183,2014-03-17,1250,0.21,262.5,1250.0,0.0,1250.0,2014-03-10,True
5390,2183,4858,2715,197,2014-03-17,1250,0.21,262.5,1250.0,0.0,1250.0,2014-03-10,True
5391,2184,4859,2716,191,2014-03-17,3,49.64,148.93,3.0,0.0,3.0,2014-03-10,True
5392,2184,4860,2716,192,2014-03-17,3,44.32,132.96,3.0,0.0,3.0,2014-03-10,True
5393,2185,4861,2717,494,2014-03-18,550,42.51,23382.98,550.0,0.0,550.0,2014-03-11,True
5394,2185,4862,2717,501,2014-03-18,550,5.59,3072.3,523.0,0.0,523.0,2014-03-11,True
5395,2186,4863,2718,493,2014-03-18,60,15.74,944.37,51.0,0.0,51.0,2014-03-11,True
5396,2187,4864,2719,495,2014-03-18,550,43.46,23902.73,550.0,0.0,550.0,2014-03-11,True
5397,2187,4865,2719,497,2014-03-18,550,37.62,20691.83,550.0,0.0,550.0,2014-03-11,True
5398,2187,4866,2719,503,2014-03-18,550,6.53,3592.05,550.0,0.0,550.0,2014-03-11,True
5399,2187,4867,2719,502,2014-03-18,550,6.18,3401.48,550.0,0.0,550.0,2014-03-11,True
5400,2188,4868,2720,188,2014-03-18,550,29.58,16268.18,550.0,0.0,550.0,2014-03-11,True
5401,2188,4869,2720,189,2014-03-18,550,36.1,19854.45,550.0,0.0,550.0,2014-03-11,True
5402,2188,4870,2720,190,2014-03-18,550,48.58,26720.93,550.0,0.0,550.0,2014-03-11,True
5403,2189,4871,2721,498,2014-03-18,550,32.25,17735.03,550.0,0.0,550.0,2014-03-11,True
5404,2189,4872,2721,496,2014-03-18,550,36.56,20108.55,550.0,0.0,550.0,2014-03-11,True
5405,2190,4873,2722,190,2014-03-18,550,46.42,25531.28,550.0,0.0,550.0,2014-03-11,True
5406,2191,4874,2723,175,2014-03-18,3,41.22,123.67,3.0,0.0,3.0,2014-03-11,True
5407,2191,4875,2723,176,2014-03-18,3,45.5,136.49,3.0,0.0,3.0,2014-03-11,True
5408,2191,4876,2723,177,2014-03-18,3,41.22,123.67,3.0,0.0,3.0,2014-03-11,True
5409,2191,4877,2723,178,2014-03-18,3,39.12,117.37,3.0,0.0,3.0,2014-03-11,True
5410,2192,4878,2724,184,2014-03-18,3,41.92,125.75,3.0,0.0,3.0,2014-03-11,True
5411,2193,4879,2725,248,2014-03-18,3,50.26,150.79,3.0,0.0,3.0,2014-03-11,True
5412,2194,4880,2726,168,2014-03-18,3,47.68,143.04,3.0,0.0,3.0,2014-03-11,True
5413,2194,4881,2726,169,2014-03-18,3,45.58,136.74,3.0,0.0,3.0,2014-03-11,True
5414,2195,4882,2727,126,2014-03-18,550,16.09,8847.3,550.0,0.0,550.0,2014-03-11,True
5415,2196,4883,2728,186,2014-03-18,3,57.03,171.08,3.0,0.0,3.0,2014-03-11,True
5416,2197,4884,2729,117,2014-03-18,550,37.09,20397.3,550.0,0.0,550.0,2014-03-11,True
5417,2198,4885,2730,118,2014-03-18,550,26.6,14628.08,550.0,0.0,550.0,2014-03-11,True
5418,2199,4886,2731,188,2014-03-18,550,27.06,14882.18,550.0,0.0,550.0,2014-03-11,True
5419,2199,4887,2731,189,2014-03-18,550,33.58,18468.45,550.0,0.0,550.0,2014-03-11,True
5420,2199,4888,2731,190,2014-03-18,550,46.06,25334.93,550.0,0.0,550.0,2014-03-11,True
5421,2200,4889,2732,223,2014-03-18,3,43.34,130.03,3.0,0.0,3.0,2014-03-11,True
5422,2200,4890,2732,224,2014-03-18,3,39.07,117.21,3.0,0.0,3.0,2014-03-11,True
5423,2200,4891,2732,225,2014-03-18,3,36.97,110.91,3.0,0.0,3.0,2014-03-11,True
5424,2201,4892,2733,88,2014-03-19,3,41.22,123.67,3.0,0.0,3.0,2014-03-12,True
5425,2201,4893,2733,89,2014-03-19,3,45.5,136.49,3.0,0.0,3.0,2014-03-12,True
5426,2201,4894,2733,90,2014-03-19,3,41.22,123.67,3.0,0.0,3.0,2014-03-12,True
5427,2201,4895,2733,91,2014-03-19,3,39.12,117.37,3.0,0.0,3.0,2014-03-12,True
5428,2202,4896,2734,191,2014-03-19,3,47.47,142.41,3.0,0.0,3.0,2014-03-12,True
5429,2202,4897,2734,192,2014-03-19,3,42.8,128.39,3.0,0.0,3.0,2014-03-12,True
5430,2203,4898,2735,99,2014-03-19,3,41.22,123.67,3.0,0.0,3.0,2014-03-12,True
5431,2203,4899,2735,100,2014-03-19,3,39.12,117.37,3.0,0.0,3.0,2014-03-12,True
5432,2203,4900,2735,101,2014-03-19,3,43.4,130.19,3.0,0.0,3.0,2014-03-12,True
5433,2204,4901,2736,6,2014-03-19,550,62.99,34644.23,550.0,550.0,0.0,2014-03-12,True
5434,2205,4902,2737,191,2014-03-19,3,45.37,136.11,3.0,0.0,3.0,2014-03-12,True
5435,2205,4903,2737,192,2014-03-19,3,40.49,121.46,3.0,0.0,3.0,2014-03-12,True
5436,2205,4904,2737,193,2014-03-19,60,26.37,1581.93,60.0,0.0,60.0,2014-03-12,True
5437,2206,4905,2738,121,2014-03-19,3,48.76,146.29,3.0,0.0,3.0,2014-03-12,True
5438,2207,4906,2739,156,2014-03-19,3,34.19,102.56,3.0,0.0,3.0,2014-03-12,True
5439,2208,4907,2740,194,2014-03-19,3,50.26,150.79,3.0,0.0,3.0,2014-03-12,True
5440,2209,4908,2741,119,2014-03-19,550,10.73,5902.05,550.0,0.0,550.0,2014-03-12,True
5441,2209,4909,2741,120,2014-03-19,550,14.12,7767.38,550.0,0.0,550.0,2014-03-12,True
5442,2210,4910,2742,151,2014-03-19,60,50.26,3015.81,60.0,0.0,60.0,2014-03-12,True
5443,2210,4911,2742,152,2014-03-19,60,57.15,3429.09,60.0,6.0,54.0,2014-03-12,True
5444,2210,4912,2742,153,2014-03-19,60,53.2,3192.21,60.0,0.0,60.0,2014-03-12,True
5445,2211,4913,2743,439,2014-03-19,550,30.44,16741.73,550.0,0.0,550.0,2014-03-12,True
5446,2211,4914,2743,436,2014-03-19,550,40.94,22516.73,550.0,0.0,550.0,2014-03-12,True
5447,2212,4915,2744,111,2014-03-19,60,9.2,551.88,60.0,9.0,51.0,2014-03-12,True
5448,2213,4916,2745,132,2014-03-19,550,5.78,3176.25,550.0,0.0,550.0,2014-03-12,True
5449,2214,4917,2746,112,2014-03-19,550,23.39,12866.7,550.0,0.0,550.0,2014-03-12,True
5450,2214,4918,2746,113,2014-03-19,550,27.65,15205.58,550.0,0.0,550.0,2014-03-12,True
5451,2215,4919,2747,164,2014-03-19,550,1.37,750.75,550.0,0.0,550.0,2014-03-12,True
5452,2215,4920,2747,5,2014-03-19,550,62.99,34644.23,523.0,0.0,523.0,2014-03-12,True
5453,2215,4921,2747,131,2014-03-19,550,3.49,1917.3,550.0,0.0,550.0,2014-03-12,True
5454,2216,4922,2748,162,2014-03-19,550,6.2,3407.25,468.0,0.0,468.0,2014-03-12,True
5455,2216,4923,2748,163,2014-03-19,550,1.47,808.5,550.0,0.0,550.0,2014-03-12,True
5456,2216,4924,2748,132,2014-03-19,550,6.2,3407.25,550.0,0.0,550.0,2014-03-12,True
5457,2217,4925,2749,112,2014-03-20,550,22.17,12191.03,550.0,0.0,550.0,2014-03-13,True
5458,2217,4926,2749,113,2014-03-20,550,29.28,16106.48,550.0,0.0,550.0,2014-03-13,True
5459,2218,4927,2750,150,2014-03-20,3,19.98,59.94,3.0,0.0,3.0,2014-03-13,True
5460,2219,4928,2751,207,2014-03-20,3,39.07,117.21,3.0,0.0,3.0,2014-03-13,True
5461,2219,4929,2751,208,2014-03-20,3,36.97,110.91,3.0,0.0,3.0,2014-03-13,True
5462,2219,4930,2751,170,2014-03-20,3,41.24,123.73,3.0,0.0,3.0,2014-03-13,True
5463,2219,4931,2751,158,2014-03-20,3,36.97,110.91,3.0,0.0,3.0,2014-03-13,True
5464,2219,4932,2751,159,2014-03-20,3,34.87,104.61,3.0,0.0,3.0,2014-03-13,True
5465,2220,4933,2752,9,2014-03-20,550,31.49,17319.23,550.0,0.0,550.0,2014-03-13,True
5466,2220,4934,2752,7,2014-03-20,550,48.29,26559.23,550.0,55.0,495.0,2014-03-13,True
5467,2221,4935,2753,243,2014-03-20,3,43.27,129.81,3.0,0.0,3.0,2014-03-13,True
5468,2221,4936,2753,244,2014-03-20,3,47.54,142.63,3.0,0.0,3.0,2014-03-13,True
5469,2221,4937,2753,245,2014-03-20,3,43.27,129.81,3.0,0.0,3.0,2014-03-13,True
5470,2221,4938,2753,246,2014-03-20,3,41.17,123.51,3.0,0.0,3.0,2014-03-13,True
5471,2222,4939,2754,140,2014-03-20,550,11.09,6098.4,550.0,82.0,468.0,2014-03-13,True
5472,2222,4940,2754,141,2014-03-20,550,8.76,4816.35,550.0,0.0,550.0,2014-03-13,True
5473,2223,4941,2755,211,2014-03-20,3,47.47,142.41,3.0,0.0,3.0,2014-03-13,True
5474,2224,4942,2756,115,2014-03-20,550,23.08,12693.45,550.0,0.0,550.0,2014-03-13,True
5475,2224,4943,2756,116,2014-03-20,550,29.27,16100.7,550.0,0.0,550.0,2014-03-13,True
5476,2225,4944,2757,212,2014-03-20,3,45.37,136.11,3.0,0.0,3.0,2014-03-13,True
5477,2225,4945,2757,213,2014-03-20,3,49.64,148.93,3.0,0.0,3.0,2014-03-13,True
5478,2225,4946,2757,214,2014-03-20,3,45.37,136.11,3.0,0.0,3.0,2014-03-13,True
5479,2225,4947,2757,215,2014-03-20,3,43.27,129.81,3.0,0.0,3.0,2014-03-13,True
5480,2225,4948,2757,216,2014-03-20,3,47.54,142.63,3.0,0.0,3.0,2014-03-13,True
5481,2225,4949,2757,217,2014-03-20,3,43.27,129.81,3.0,0.0,3.0,2014-03-13,True
5482,2225,4950,2757,218,2014-03-20,3,41.17,123.51,3.0,0.0,3.0,2014-03-13,True
5483,2225,4951,2757,442,2014-03-20,550,21.09,11601.98,550.0,0.0,550.0,2014-03-13,True
5484,2225,4952,2757,439,2014-03-20,550,30.44,16741.73,550.0,0.0,550.0,2014-03-13,True
5485,2225,4953,2757,436,2014-03-20,550,40.94,22516.73,550.0,0.0,550.0,2014-03-13,True
5486,2226,4954,2758,109,2014-03-20,550,2.32,1276.28,468.0,0.0,468.0,2014-03-13,True
5487,2227,4955,2759,122,2014-03-20,550,3.64,2003.93,550.0,0.0,550.0,2014-03-13,True
5488,2228,4956,2760,440,2014-03-20,550,21.09,11601.98,550.0,0.0,550.0,2014-03-13,True
5489,2228,4957,2760,437,2014-03-20,550,30.44,16741.73,550.0,0.0,550.0,2014-03-13,True
5490,2228,4958,2760,435,2014-03-20,550,40.94,22516.73,550.0,0.0,550.0,2014-03-13,True
5491,2229,4959,2761,165,2014-03-20,60,3.6,216.09,60.0,0.0,60.0,2014-03-13,True
5492,2229,4960,2761,166,2014-03-20,60,3.98,238.77,60.0,0.0,60.0,2014-03-13,True
5493,2230,4961,2762,9,2014-03-20,550,31.49,17319.23,550.0,0.0,550.0,2014-03-13,True
5494,2230,4962,2762,7,2014-03-20,550,48.29,26559.23,550.0,55.0,495.0,2014-03-13,True
5495,2231,4963,2763,120,2014-03-20,550,12.97,7132.13,550.0,0.0,550.0,2014-03-13,True
5496,2232,4964,2764,441,2014-03-20,550,21.09,11601.98,550.0,82.0,468.0,2014-03-13,True
5497,2232,4965,2764,438,2014-03-20,550,30.44,16741.73,550.0,0.0,550.0,2014-03-13,True
5498,2233,4966,2765,434,2014-03-21,550,40.94,22516.73,550.0,0.0,550.0,2014-03-14,True
5499,2234,4967,2766,4,2014-03-21,550,62.99,34644.23,550.0,0.0,550.0,2014-03-14,True
5500,2235,4968,2767,78,2014-03-21,3,43.32,129.97,3.0,0.0,3.0,2014-03-14,True
5501,2235,4969,2767,79,2014-03-21,3,47.6,142.79,3.0,0.0,3.0,2014-03-14,True
5502,2235,4970,2767,80,2014-03-21,3,43.32,129.97,3.0,0.0,3.0,2014-03-14,True
5503,2235,4971,2767,81,2014-03-21,3,41.22,123.67,3.0,0.0,3.0,2014-03-14,True
5504,2235,4972,2767,82,2014-03-21,3,45.5,136.49,3.0,0.0,3.0,2014-03-14,True
5505,2235,4973,2767,83,2014-03-21,3,41.22,123.67,3.0,0.0,3.0,2014-03-14,True
5506,2235,4974,2767,84,2014-03-21,3,39.12,117.37,3.0,0.0,3.0,2014-03-14,True
5507,2235,4975,2767,145,2014-03-21,3,43.4,130.19,3.0,0.0,3.0,2014-03-14,True
5508,2235,4976,2767,134,2014-03-21,3,39.12,117.37,3.0,0.0,3.0,2014-03-14,True
5509,2236,4977,2768,73,2014-03-21,3,47.68,143.04,3.0,0.0,3.0,2014-03-14,True
5510,2237,4978,2769,115,2014-03-21,550,23.4,12872.48,550.0,0.0,550.0,2014-03-14,True
5511,2237,4979,2769,116,2014-03-21,550,27.87,15326.85,550.0,0.0,550.0,2014-03-14,True
5512,2238,4980,2770,123,2014-03-21,550,6.75,3713.33,550.0,0.0,550.0,2014-03-14,True
5513,2239,4981,2771,10,2014-03-21,550,31.49,17319.23,550.0,0.0,550.0,2014-03-14,True
5514,2239,4982,2771,8,2014-03-21,550,48.29,26559.23,550.0,0.0,550.0,2014-03-14,True
5515,2239,4983,2771,114,2014-03-21,550,36.28,19952.63,550.0,0.0,550.0,2014-03-14,True
5516,2240,4984,2772,151,2014-03-21,60,50.75,3044.79,60.0,0.0,60.0,2014-03-14,True
5517,2240,4985,2772,152,2014-03-21,60,58.26,3495.87,60.0,6.0,54.0,2014-03-14,True
5518,2240,4986,2772,153,2014-03-21,60,50.75,3044.79,60.0,0.0,60.0,2014-03-14,True
5519,2241,4987,2773,119,2014-03-21,550,10.38,5711.48,550.0,0.0,550.0,2014-03-14,True
5520,2242,4988,2774,86,2014-03-21,3,47.75,143.26,3.0,0.0,3.0,2014-03-14,True
5521,2242,4989,2774,87,2014-03-21,3,43.48,130.44,3.0,0.0,3.0,2014-03-14,True
5522,2243,4990,2775,149,2014-03-21,3,12.72,38.15,3.0,0.0,3.0,2014-03-14,True
5523,2243,4991,2775,150,2014-03-21,3,19.94,59.82,3.0,0.0,3.0,2014-03-14,True
5524,2244,4992,2776,124,2014-03-21,3,38.16,114.47,3.0,0.0,3.0,2014-03-14,True
5525,2245,4993,2777,110,2014-03-21,3,44.22,132.65,3.0,0.0,3.0,2014-03-14,True
5526,2246,4994,2778,10,2014-03-21,550,31.49,17319.23,468.0,0.0,468.0,2014-03-14,True
5527,2246,4995,2778,8,2014-03-21,550,48.29,26559.23,550.0,0.0,550.0,2014-03-14,True
5528,2247,4996,2779,167,2014-03-21,60,6.98,418.95,60.0,0.0,60.0,2014-03-14,True
5529,2248,4997,2780,97,2014-03-21,3,39.28,117.84,3.0,0.0,3.0,2014-03-14,True
5530,2248,4998,2780,62,2014-03-21,3,37.18,111.54,3.0,0.0,3.0,2014-03-14,True
5531,2248,4999,2780,69,2014-03-21,3,41.45,124.36,3.0,0.0,3.0,2014-03-14,True
5532,2248,5000,2780,68,2014-03-21,3,37.18,111.54,3.0,0.0,3.0,2014-03-14,True
5533,2248,5001,2780,67,2014-03-21,3,47.52,142.57,3.0,0.0,3.0,2014-03-14,True
5534,2249,5002,2781,165,2014-03-24,60,3.38,202.86,60.0,0.0,60.0,2014-03-17,True
5535,2249,5003,2781,166,2014-03-24,60,4.32,258.93,60.0,0.0,60.0,2014-03-17,True
5536,2250,5004,2782,247,2014-03-24,3,47.49,142.47,3.0,0.0,3.0,2014-03-17,True
5537,2250,5005,2782,235,2014-03-24,3,43.27,129.81,3.0,0.0,3.0,2014-03-17,True
5538,2250,5006,2782,249,2014-03-24,3,47.54,142.63,3.0,0.0,3.0,2014-03-17,True
5539,2251,5007,2783,149,2014-03-24,3,12.36,37.08,3.0,0.0,3.0,2014-03-17,True
5540,2252,5008,2784,118,2014-03-24,550,39.2,21558.08,550.0,82.0,468.0,2014-03-17,True
5541,2253,5009,2785,214,2014-03-24,3,39.07,117.21,3.0,0.0,3.0,2014-03-17,True
5542,2253,5010,2785,215,2014-03-24,3,43.34,130.03,3.0,0.0,3.0,2014-03-17,True
5543,2253,5011,2785,216,2014-03-24,3,39.07,117.21,3.0,0.0,3.0,2014-03-17,True
5544,2254,5012,2786,500,2014-03-24,550,34.87,19178.78,550.0,0.0,550.0,2014-03-17,True
5545,2254,5013,2786,499,2014-03-24,550,39.76,21869.93,550.0,0.0,550.0,2014-03-17,True
5546,2255,5014,2787,96,2014-03-24,3,37.18,111.54,3.0,0.0,3.0,2014-03-17,True
5547,2256,5015,2788,158,2014-03-24,3,43.38,130.13,3.0,0.0,3.0,2014-03-17,True
5548,2256,5016,2788,159,2014-03-24,3,41.28,123.83,3.0,0.0,3.0,2014-03-17,True
5549,2256,5017,2788,160,2014-03-24,3,45.55,136.65,3.0,0.0,3.0,2014-03-17,True
5550,2257,5018,2789,500,2014-03-24,550,34.35,18890.03,550.0,0.0,550.0,2014-03-17,True
5551,2257,5019,2789,499,2014-03-24,550,39.24,21581.18,550.0,0.0,550.0,2014-03-17,True
5552,2258,5020,2790,160,2014-03-24,3,45.44,136.33,3.0,0.0,3.0,2014-03-17,True
5553,2259,5021,2791,498,2014-03-24,550,32.77,18023.78,550.0,0.0,550.0,2014-03-17,True
5554,2259,5022,2791,496,2014-03-24,550,37.09,20397.3,550.0,0.0,550.0,2014-03-17,True
5555,2259,5023,2791,494,2014-03-24,550,43.04,23671.73,550.0,0.0,550.0,2014-03-17,True
5556,2260,5024,2792,203,2014-03-24,550,10.82,5948.25,550.0,0.0,550.0,2014-03-17,True
5557,2261,5025,2793,447,2014-03-24,550,82.83,45558.98,550.0,0.0,550.0,2014-03-17,True
5558,2261,5026,2793,446,2014-03-24,550,82.83,45558.98,550.0,0.0,550.0,2014-03-17,True
5559,2262,5027,2794,183,2014-03-24,1250,0.21,262.5,1250.0,187.0,1063.0,2014-03-17,True
5560,2262,5028,2794,197,2014-03-24,1250,0.21,262.5,1250.0,0.0,1250.0,2014-03-17,True
5561,2263,5029,2795,193,2014-03-24,60,28.7,1721.79,60.0,0.0,60.0,2014-03-17,True
5562,2264,5030,2796,494,2014-03-24,550,42.51,23382.98,550.0,0.0,550.0,2014-03-17,True
5563,2264,5031,2796,501,2014-03-24,550,5.59,3072.3,550.0,0.0,550.0,2014-03-17,True
5564,2265,5032,2797,493,2014-03-25,60,15.74,944.37,60.0,0.0,60.0,2014-03-18,True
5565,2266,5033,2798,495,2014-03-25,550,43.46,23902.73,468.0,0.0,468.0,2014-03-18,True
5566,2266,5034,2798,497,2014-03-25,550,37.62,20691.83,550.0,0.0,550.0,2014-03-18,True
5567,2266,5035,2798,503,2014-03-25,550,6.53,3592.05,550.0,0.0,550.0,2014-03-18,True
5568,2266,5036,2798,502,2014-03-25,550,6.18,3401.48,550.0,0.0,550.0,2014-03-18,True
5569,2267,5037,2799,188,2014-03-25,550,29.58,16268.18,550.0,0.0,550.0,2014-03-18,True
5570,2267,5038,2799,189,2014-03-25,550,36.1,19854.45,550.0,0.0,550.0,2014-03-18,True
5571,2267,5039,2799,190,2014-03-25,550,48.58,26720.93,550.0,0.0,550.0,2014-03-18,True
5572,2268,5040,2800,498,2014-03-25,550,32.25,17735.03,550.0,0.0,550.0,2014-03-18,True
5573,2268,5041,2800,496,2014-03-25,550,36.56,20108.55,550.0,0.0,550.0,2014-03-18,True
5574,2269,5042,2801,190,2014-03-26,550,46.42,25531.28,550.0,0.0,550.0,2014-03-19,True
5575,2270,5043,2802,179,2014-03-26,3,43.4,130.19,3.0,0.0,3.0,2014-03-19,True
5576,2270,5044,2802,180,2014-03-26,3,39.12,117.37,3.0,0.0,3.0,2014-03-19,True
5577,2270,5045,2802,181,2014-03-26,3,37.02,111.07,3.0,0.0,3.0,2014-03-19,True
5578,2271,5046,2803,184,2014-03-26,3,41.92,125.75,3.0,0.0,3.0,2014-03-19,True
5579,2272,5047,2804,248,2014-03-26,3,50.26,150.79,3.0,0.0,3.0,2014-03-19,True
5580,2273,5048,2805,157,2014-03-26,3,49.85,149.56,3.0,0.0,3.0,2014-03-19,True
5581,2273,5049,2805,171,2014-03-26,3,45.58,136.74,3.0,0.0,3.0,2014-03-19,True
5582,2273,5050,2805,172,2014-03-26,3,43.48,130.44,3.0,0.0,3.0,2014-03-19,True
5583,2274,5051,2806,126,2014-03-26,550,16.09,8847.3,550.0,0.0,550.0,2014-03-19,True
5584,2275,5052,2807,186,2014-03-26,3,57.03,171.08,3.0,0.0,3.0,2014-03-19,True
5585,2276,5053,2808,117,2014-03-26,550,37.09,20397.3,468.0,0.0,468.0,2014-03-19,True
5586,2277,5054,2809,118,2014-03-26,550,26.6,14628.08,550.0,0.0,550.0,2014-03-19,True
5587,2278,5055,2810,188,2014-03-26,550,27.06,14882.18,550.0,0.0,550.0,2014-03-19,True
5588,2278,5056,2810,189,2014-03-26,550,33.58,18468.45,550.0,0.0,550.0,2014-03-19,True
5589,2278,5057,2810,190,2014-03-26,550,46.06,25334.93,550.0,0.0,550.0,2014-03-19,True
5590,2279,5058,2811,226,2014-03-26,3,41.24,123.73,3.0,0.0,3.0,2014-03-19,True
5591,2279,5059,2811,227,2014-03-26,3,36.97,110.91,3.0,0.0,3.0,2014-03-19,True
5592,2279,5060,2811,228,2014-03-26,3,34.87,104.61,3.0,0.0,3.0,2014-03-19,True
5593,2279,5061,2811,229,2014-03-26,3,39.14,117.43,3.0,0.0,3.0,2014-03-19,True
5594,2279,5062,2811,230,2014-03-26,3,47.58,142.73,3.0,0.0,3.0,2014-03-19,True
5595,2280,5063,2812,92,2014-03-26,3,43.4,130.19,3.0,0.0,3.0,2014-03-19,True
5596,2280,5064,2812,93,2014-03-26,3,39.12,117.37,3.0,0.0,3.0,2014-03-19,True
