CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
14136,21070,,7,AW00021070,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14137,21071,,10,AW00021071,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14138,21072,,7,AW00021072,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14139,21073,,8,AW00021073,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14140,21074,,10,AW00021074,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14141,21075,,8,AW00021075,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14142,21076,,8,AW00021076,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14143,21077,,7,AW00021077,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14144,21078,,7,AW00021078,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14145,21079,,10,AW00021079,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14146,21080,,7,AW00021080,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14147,21081,,7,AW00021081,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14148,21082,,8,AW00021082,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14149,21083,,10,AW00021083,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14150,21084,,7,AW00021084,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14151,21085,,8,AW00021085,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14152,21086,,8,AW00021086,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14153,21087,,8,AW00021087,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14154,21088,,7,AW00021088,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14155,21089,,7,AW00021089,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14156,21090,,7,AW00021090,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14157,21091,,8,AW00021091,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14158,21092,,10,AW00021092,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14159,21093,,10,AW00021093,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14160,21094,,7,AW00021094,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14161,21095,,7,AW00021095,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14162,21096,,8,AW00021096,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14163,21097,,8,AW00021097,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14164,21098,,7,AW00021098,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14165,21099,,7,AW00021099,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14166,21100,,8,AW00021100,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14167,21101,,10,AW00021101,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14168,21102,,8,AW00021102,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14169,21103,,10,AW00021103,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14170,21104,,10,AW00021104,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14171,21105,,10,AW00021105,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14172,21106,,10,AW00021106,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14173,21107,,8,AW00021107,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14174,21108,,8,AW00021108,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14175,21109,,8,AW00021109,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14176,21110,,10,AW00021110,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14177,21111,,10,AW00021111,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14178,21112,,7,AW00021112,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14179,21113,,7,AW00021113,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14180,21114,,8,AW00021114,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14181,21115,,8,AW00021115,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14182,21116,,10,AW00021116,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14183,21117,,7,AW00021117,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14184,21118,,10,AW00021118,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14185,21119,,7,AW00021119,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14186,21120,,8,AW00021120,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14187,21121,,7,AW00021121,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14188,21122,,7,AW00021122,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14189,21123,,7,AW00021123,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14190,21124,,10,AW00021124,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14191,21125,,7,AW00021125,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14192,21126,,7,AW00021126,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14193,21127,,7,AW00021127,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14194,21128,,8,AW00021128,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14195,21129,,8,AW00021129,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14196,21130,,10,AW00021130,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14197,21131,,8,AW00021131,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14198,21132,,7,AW00021132,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14199,21133,,7,AW00021133,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14200,21134,,10,AW00021134,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14201,21135,,10,AW00021135,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14202,21136,,10,AW00021136,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14203,21137,,10,AW00021137,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14204,21138,,6,AW00021138,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14205,21139,,1,AW00021139,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14206,21140,,4,AW00021140,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14207,21141,,1,AW00021141,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14208,21142,,1,AW00021142,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14209,21143,,1,AW00021143,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14210,21144,,1,AW00021144,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14211,21145,,4,AW00021145,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14212,21146,,1,AW00021146,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14213,21147,,1,AW00021147,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14214,21148,,6,AW00021148,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14215,21149,,1,AW00021149,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14216,21150,,1,AW00021150,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14217,21151,,4,AW00021151,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14218,21152,,4,AW00021152,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14219,21153,,4,AW00021153,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14220,21154,,4,AW00021154,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14221,21155,,4,AW00021155,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14222,21156,,1,AW00021156,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14223,21157,,4,AW00021157,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14224,21158,,1,AW00021158,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14225,21159,,1,AW00021159,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14226,21160,,4,AW00021160,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14227,21161,,1,AW00021161,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14228,21162,,4,AW00021162,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14229,21163,,4,AW00021163,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14230,21164,,4,AW00021164,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14231,21165,,9,AW00021165,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14232,21166,,9,AW00021166,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14233,21167,,9,AW00021167,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14234,21168,,9,AW00021168,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14235,21169,,9,AW00021169,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14236,21170,,9,AW00021170,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14237,21171,,9,AW00021171,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14238,21172,,9,AW00021172,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14239,21173,,9,AW00021173,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14240,21174,,9,AW00021174,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14241,21175,,9,AW00021175,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14242,21176,,9,AW00021176,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14243,21177,,9,AW00021177,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14244,21178,,9,AW00021178,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14245,21179,,9,AW00021179,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14246,21180,,9,AW00021180,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14247,21181,,9,AW00021181,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14248,21182,,9,AW00021182,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14249,21183,,9,AW00021183,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14250,21184,,9,AW00021184,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14251,21185,,9,AW00021185,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14252,21186,,9,AW00021186,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14253,21187,,9,AW00021187,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14254,21188,,9,AW00021188,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14255,21189,,9,AW00021189,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14256,21190,,9,AW00021190,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14257,21191,,9,AW00021191,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14258,21192,,9,AW00021192,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14259,21193,,9,AW00021193,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14260,21194,,9,AW00021194,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14261,21195,,9,AW00021195,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14262,21196,,9,AW00021196,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14263,21197,,9,AW00021197,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14264,21198,,9,AW00021198,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14265,21199,,9,AW00021199,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14266,21200,,9,AW00021200,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14267,21201,,9,AW00021201,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14268,21202,,9,AW00021202,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14269,21203,,9,AW00021203,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14270,21204,,9,AW00021204,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14271,21205,,9,AW00021205,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14272,21206,,9,AW00021206,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14273,21207,,9,AW00021207,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14274,21208,,9,AW00021208,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14275,21209,,9,AW00021209,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14276,21210,,9,AW00021210,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14277,21211,,9,AW00021211,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14278,21212,,9,AW00021212,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14279,21213,,9,AW00021213,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14280,21214,,9,AW00021214,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14281,21215,,9,AW00021215,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14282,21216,,9,AW00021216,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14283,21217,,9,AW00021217,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14284,21218,,9,AW00021218,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14285,21219,,9,AW00021219,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14286,21220,,9,AW00021220,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14287,21221,,9,AW00021221,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14288,21222,,9,AW00021222,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14289,21223,,9,AW00021223,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14290,21224,,9,AW00021224,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14291,21225,,9,AW00021225,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14292,21226,,9,AW00021226,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14293,21227,,9,AW00021227,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14294,21228,,9,AW00021228,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14295,21229,,9,AW00021229,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14296,21230,,9,AW00021230,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14297,21231,,9,AW00021231,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14298,21232,,9,AW00021232,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14299,21233,,4,AW00021233,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14300,21234,,4,AW00021234,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14301,21235,,4,AW00021235,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14302,21236,,1,AW00021236,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14303,21237,,4,AW00021237,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14304,21238,,6,AW00021238,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14305,21239,,9,AW00021239,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14306,21240,,4,AW00021240,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14307,21241,,1,AW00021241,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14308,21242,,4,AW00021242,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14309,21243,,4,AW00021243,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14310,21244,,4,AW00021244,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14311,21245,,4,AW00021245,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14312,21246,,4,AW00021246,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14313,21247,,1,AW00021247,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14314,21248,,9,AW00021248,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14315,21249,,2,AW00021249,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14316,21250,,1,AW00021250,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14317,21251,,6,AW00021251,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14318,21252,,6,AW00021252,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14319,21253,,1,AW00021253,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14320,21254,,9,AW00021254,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14321,21255,,9,AW00021255,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14322,21256,,9,AW00021256,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14323,21257,,9,AW00021257,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14324,21258,,9,AW00021258,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14325,21259,,9,AW00021259,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14326,21260,,1,AW00021260,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14327,21261,,4,AW00021261,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14328,21262,,4,AW00021262,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14329,21263,,6,AW00021263,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14330,21264,,1,AW00021264,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14331,21265,,4,AW00021265,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14332,21266,,6,AW00021266,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14333,21267,,1,AW00021267,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14334,21268,,4,AW00021268,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14335,21269,,4,AW00021269,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14336,21270,,1,AW00021270,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14337,21271,,4,AW00021271,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14338,21272,,6,AW00021272,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14339,21273,,1,AW00021273,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14340,21274,,4,AW00021274,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14341,21275,,4,AW00021275,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14342,21276,,6,AW00021276,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14343,21277,,6,AW00021277,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14344,21278,,1,AW00021278,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14345,21279,,9,AW00021279,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14346,21280,,1,AW00021280,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14347,21281,,4,AW00021281,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14348,21282,,4,AW00021282,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14349,21283,,9,AW00021283,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14350,21284,,6,AW00021284,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14351,21285,,1,AW00021285,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14352,21286,,4,AW00021286,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14353,21287,,4,AW00021287,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14354,21288,,4,AW00021288,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14355,21289,,1,AW00021289,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14356,21290,,1,AW00021290,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14357,21291,,1,AW00021291,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14358,21292,,1,AW00021292,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14359,21293,,4,AW00021293,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14360,21294,,4,AW00021294,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14361,21295,,6,AW00021295,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14362,21296,,1,AW00021296,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14363,21297,,1,AW00021297,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14364,21298,,1,AW00021298,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14365,21299,,1,AW00021299,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
14366,21300,,4,AW00021300,2014-09-12 11:15:07.263,,,Unknown,True,2006-06-23,9999-12-31 00:00:00,
